 format: day,hour,forecast,value  location:60_37 Start : 20160101 
 3,1400,+13,20.000000 
 3,1400,+16,20.000000 
 3,1400,+19,30.000000 
 3,1400,+22,30.000000 
 3,1400,+25,30.000000 
 3,1400,+28,30.000000 
 3,1400,+31,30.000000 
 3,1400,+34,60.000000 
 3,1400,+37,60.000000 
 3,1400,+40,30.000000 
 3,1400,+43,30.000000 
 3,1400,+46,30.000000 
 3,1400,+49,30.000000 
 3,1700,+4,19.000000 
 3,1700,+7,20.000000 
 3,1700,+10,20.000000 
 3,1700,+13,20.000000 
 3,1700,+16,30.000000 
 3,1700,+19,30.000000 
 3,1700,+22,30.000000 
 3,1700,+25,30.000000 
 3,1700,+28,30.000000 
 3,1700,+31,60.000000 
 3,1700,+34,60.000000 
 3,1700,+37,30.000000 
 3,1700,+40,30.000000 
 3,1700,+43,30.000000 
 3,1700,+46,30.000000 
 3,2000,+4,10.000000 
 3,2000,+7,20.000000 
 3,2000,+10,20.000000 
 3,2000,+13,30.000000 
 3,2000,+16,30.000000 
 3,2000,+19,30.000000 
 3,2000,+22,30.000000 
 3,2000,+25,30.000000 
 3,2000,+28,60.000000 
 3,2000,+31,60.000000 
 3,2000,+34,60.000000 
 3,2000,+37,30.000000 
 3,2000,+40,30.000000 
 3,2000,+43,30.000000 
 3,2000,+46,20.000000 
 3,2000,+49,20.000000 
 3,2000,+52,20.000000 
 3,2000,+55,20.000000 
 3,2000,+58,20.000000 
 3,2000,+61,20.000000 
 3,2000,+64,20.000000 
 3,2000,+67,20.000000 
 3,2300,+4,20.000000 
 3,2300,+7,20.000000 
 3,2300,+10,30.000000 
 3,2300,+13,30.000000 
 3,2300,+16,30.000000 
 3,2300,+19,30.000000 
 3,2300,+22,30.000000 
 3,2300,+25,60.000000 
 3,2300,+28,60.000000 
 3,2300,+31,60.000000 
 3,2300,+34,30.000000 
 3,2300,+37,30.000000 
 3,2300,+40,30.000000 
 3,2300,+43,20.000000 
 3,2300,+46,20.000000 
 3,2300,+49,20.000000 
 3,2300,+52,20.000000 
 3,2300,+55,20.000000 
 3,2300,+58,20.000000 
 3,2300,+61,20.000000 
 3,2300,+64,20.000000 
 4,0200,+4,20.000000 
 4,0200,+7,30.000000 
 4,0200,+10,30.000000 
 4,0200,+13,30.000000 
 4,0200,+16,30.000000 
 4,0200,+19,30.000000 
 4,0200,+22,60.000000 
 4,0200,+25,60.000000 
 4,0200,+28,60.000000 
 4,0200,+31,30.000000 
 4,0200,+34,30.000000 
 4,0200,+37,30.000000 
 4,0200,+40,20.000000 
 4,0200,+43,20.000000 
 4,0200,+46,20.000000 
 4,0200,+49,20.000000 
 4,0200,+52,20.000000 
 4,0200,+55,20.000000 
 4,0200,+58,20.000000 
 4,0200,+61,20.000000 
 4,0500,+4,30.000000 
 4,0500,+7,30.000000 
 4,0500,+10,30.000000 
