지점,일시,기온,풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
792,2015-01-03 11:00,6.6,331.5,3.9,0,,,,0,0
792,2015-01-03 12:00,7.1,332.2,4,0,,,,0,0
792,2015-01-03 13:00,7.1,327,3.2,0,,,,0,0
792,2015-01-03 14:00,8.1,330.1,1.9,0,,,,0,0
792,2015-01-03 15:00,8.4,0,.4,0,,,,0,0
792,2015-01-03 16:00,8.1,178.2,1.4,0,,,,0,0
792,2015-01-03 17:00,8.1,159.1,.9,0,,,,0,0
792,2015-01-03 18:00,6.1,165.8,.9,0,,,,0,0
792,2015-01-03 19:00,4.4,280.1,1.4,0,,,,0,0
792,2015-01-03 20:00,2.4,321.9,1.4,0,,,,0,0
792,2015-01-03 21:00,2.4,317.7,.6,0,,,,0,0
792,2015-01-03 22:00,5.1,268,2.5,0,,,,0,0
792,2015-01-03 23:00,6.6,268.3,1.6,0,,,,0,0
792,2015-01-04 00:00,5.3,312.2,.6,0,,,,0,0
792,2015-01-04 01:00,6.5,289,1.4,0,,,,0,0
792,2015-01-04 02:00,4.6,301.8,1.4,0,,,,0,0
792,2015-01-04 03:00,6.9,261.9,2.2,0,,,,0,0
792,2015-01-04 04:00,7.3,255.4,1.2,0,,,,0,0
792,2015-01-04 05:00,3.7,1,1.9,0,,,,0,0
792,2015-01-04 06:00,2.3,322.8,1.1,0,,,,0,0
792,2015-01-04 07:00,3,338.2,1.7,0,,,,0,0
792,2015-01-04 08:00,2,315.9,1,0,,,,0,0
792,2015-01-04 09:00,5.9,311.8,.7,0,,,,0,0
792,2015-01-04 10:00,12.5,252.3,2.4,0,,,,0,0
792,2015-01-04 11:00,13.8,252,2.2,0,,,,0,0
792,2015-01-04 12:00,15,179.2,1.1,0,,,,0,0
792,2015-01-04 13:00,15.7,221.7,1.6,0,,,,0,0
792,2015-01-04 14:00,15.3,197.2,3.6,0,,,,0,0
792,2015-01-04 15:00,15.1,197.1,2.9,0,,,,0,0
792,2015-01-04 16:00,13.6,342.2,3.5,0,,,,0,0
792,2015-01-04 17:00,11.6,357.3,1.5,0,,,,0,0
792,2015-01-04 18:00,9.5,328.1,3.2,0,,,,0,0
792,2015-01-04 19:00,8.4,331,3.1,0,,,,0,0
792,2015-01-04 20:00,6.5,327.7,2.6,0,,,,0,0
792,2015-01-04 21:00,5.3,333.2,1.7,0,,,,0,0
792,2015-01-04 22:00,5.7,323.5,3.4,0,,,,0,0
792,2015-01-04 23:00,6.1,332,3.2,0,,,,0,0
792,2015-01-05 00:00,6.4,325.3,3.3,0,,,,0,0
792,2015-01-05 01:00,4.4,328.1,2,0,,,,0,0
792,2015-01-05 02:00,3.1,311.6,2.1,0,,,,0,0
792,2015-01-05 03:00,2.3,330.7,1.4,0,,,,0,0
792,2015-01-05 04:00,4.9,319.7,1.2,0,,,,0,0
792,2015-01-05 05:00,4.2,359.5,1.8,0,,,,0,0
792,2015-01-05 06:00,4.5,352.5,2.1,0,,,,0,0
792,2015-01-05 07:00,4.3,350.1,2.1,0,,,,0,0
792,2015-01-05 08:00,4,306.5,1.3,0,,,,0,0
792,2015-01-05 09:00,6.7,274.4,1.1,0,,,,0,0
792,2015-01-05 10:00,12.2,0,.3,0,,,,0,0
792,2015-01-05 11:00,14,190.1,2.4,0,,,,0,0
792,2015-01-05 12:00,14,194.1,2.4,0,,,,0,0
792,2015-01-05 13:00,14.3,220.8,3.6,0,,,,0,0
792,2015-01-05 14:00,15.1,219.3,4.2,0,,,,0,0
792,2015-01-05 15:00,15.8,212,4.2,0,,,,0,0
792,2015-01-05 16:00,15.1,218.1,4,0,,,,0,0
792,2015-01-05 17:00,13.5,206,1.7,0,,,,0,0
792,2015-01-05 18:00,13.5,196.1,1.4,0,,,,0,0
792,2015-01-05 19:00,13.9,211.6,1,0,,,,0,0
792,2015-01-05 20:00,14.8,206.7,2.1,0,,,,0,0
792,2015-01-05 21:00,15.6,187.7,3.5,1,,,,0,0
792,2015-01-05 22:00,15.8,190.7,5.2,1,,,,0,0
792,2015-01-05 23:00,15.7,202.4,5.7,2,,,,0,0
792,2015-01-06 00:00,15.9,210.1,5.4,2,,,,0,0
792,2015-01-06 01:00,14.9,226.9,6.5,2.5,,,,0,0
792,2015-01-06 02:00,14.7,245.3,4.8,0,,,,0,0
792,2015-01-06 03:00,14,264.9,2.6,0,,,,0,0
792,2015-01-06 04:00,13.8,299.4,4,0,,,,0,0
792,2015-01-06 05:00,13.2,287.2,3.5,0,,,,0,0
792,2015-01-06 06:00,10.3,312.2,5.6,0,,,,0,0
792,2015-01-06 07:00,8.8,329.2,6.8,0,,,,0,0
792,2015-01-06 08:00,8.7,318.9,8.3,0,,,,0,0
792,2015-01-06 09:00,7.8,318.8,11.5,.5,,,,0,0
792,2015-01-06 10:00,7.6,315.7,11,0,,,,0,0
792,2015-01-06 11:00,7.6,316,8,0,,,,0,0
792,2015-01-06 12:00,6.6,308.2,9.1,0,,,,0,0
792,2015-01-06 13:00,6.7,317.6,9.8,0,,,,0,0
792,2015-01-06 14:00,6.4,308.5,7.6,0,,,,0,0
792,2015-01-06 15:00,5.9,303.4,8.2,0,,,,0,0
792,2015-01-06 16:00,4.8,320.2,9.1,0,,,,0,0
792,2015-01-06 17:00,3.6,321.7,7.4,0,,,,0,0
792,2015-01-06 18:00,2.7,320.1,7.7,0,,,,0,0
792,2015-01-06 19:00,2.8,320.5,8.6,0,,,,0,0
792,2015-01-06 20:00,2.5,322.2,7,0,,,,0,0
792,2015-01-06 21:00,2.2,327.4,7.5,0,,,,0,0
792,2015-01-06 22:00,2.2,328.7,6.9,0,,,,0,0
792,2015-01-06 23:00,2.3,324,7.7,0,,,,0,0
792,2015-01-07 00:00,2.2,319.5,9.4,0,,,,0,0
792,2015-01-07 01:00,2.4,318.2,7.1,0,,,,0,0
792,2015-01-07 02:00,2.3,327.8,7.6,0,,,,0,0
792,2015-01-07 03:00,2.4,325.2,8.4,0,,,,0,0
792,2015-01-07 04:00,2,321.5,9.1,0,,,,0,0
792,2015-01-07 05:00,1.4,328.1,8.6,0,,,,0,0
792,2015-01-07 06:00,1.2,328.8,7.5,0,,,,0,0
792,2015-01-07 07:00,1.2,327.1,8.7,0,,,,0,0
792,2015-01-07 08:00,1.6,332.7,4.5,0,,,,0,0
792,2015-01-07 09:00,1.9,327.2,10.4,0,,,,0,0
792,2015-01-07 10:00,2.4,330.8,8,0,,,,0,0
792,2015-01-07 11:00,3.5,310.2,7.4,0,,,,0,0
792,2015-01-07 12:00,3.2,319.2,7.2,0,,,,0,0
792,2015-01-07 13:00,3.9,321.2,7.2,0,,,,0,0
792,2015-01-07 14:00,3.8,312.8,7.3,0,,,,0,0
792,2015-01-07 15:00,3.9,317.7,7.5,0,,,,0,0
792,2015-01-07 16:00,4.8,313,6.7,0,,,,0,0
792,2015-01-07 17:00,3.6,317.8,7,0,,,,0,0
792,2015-01-07 18:00,3.5,332,3.1,0,,,,0,0
792,2015-01-07 19:00,3.5,230.9,2,0,,,,0,0
792,2015-01-07 20:00,3.5,126,2.8,0,,,,0,0
792,2015-01-07 21:00,3.5,19.7,1.7,0,,,,0,0
792,2015-01-07 22:00,3.5,322.8,4.4,0,,,,0,0
792,2015-01-07 23:00,3.3,318.3,6.3,0,,,,0,0
792,2015-01-08 00:00,2.7,341.7,3,0,,,,0,0
792,2015-01-08 01:00,3.2,311.1,8,0,,,,0,0
792,2015-01-08 02:00,3.4,321,6.1,0,,,,0,0
792,2015-01-08 03:00,3.4,318.7,6.2,0,,,,0,0
792,2015-01-08 04:00,3.4,316.7,6.4,0,,,,0,0
792,2015-01-08 05:00,3.5,330,6.7,0,,,,0,0
792,2015-01-08 06:00,3.5,332.2,5.8,0,,,,0,0
792,2015-01-08 07:00,3.6,316.7,5.9,0,,,,0,0
792,2015-01-08 08:00,3.5,325.3,5.6,0,,,,0,0
792,2015-01-08 09:00,4.2,331.8,4.8,0,,,,0,0
792,2015-01-08 10:00,4.9,312.6,5.3,0,,,,0,0
792,2015-01-08 11:00,5.9,319.7,6.9,0,,,,0,0
792,2015-01-08 12:00,6.7,313.4,7.5,0,,,,0,0
792,2015-01-08 13:00,7.6,313.7,7.3,0,,,,0,0
792,2015-01-08 14:00,6.7,317.7,9,0,,,,0,0
792,2015-01-08 15:00,6.7,314.2,7,0,,,,0,0
792,2015-01-08 16:00,6.4,316.5,6.7,0,,,,0,0
792,2015-01-08 17:00,5.3,314.1,5.9,0,,,,0,0
792,2015-01-08 18:00,4.2,324,4,0,,,,0,0
792,2015-01-08 19:00,4.4,312.6,5,0,,,,0,0
792,2015-01-08 20:00,4.3,320.9,4.2,0,,,,0,0
792,2015-01-08 21:00,4,319.3,4.7,0,,,,0,0
792,2015-01-08 22:00,3.7,310.9,4.3,0,,,,0,0
792,2015-01-08 23:00,3.8,337.7,2.3,0,,,,0,0
792,2015-01-09 00:00,3.9,318.3,3.6,0,,,,0,0
792,2015-01-09 01:00,4.1,341.1,3.6,0,,,,0,0
792,2015-01-09 02:00,4.4,320.7,3.2,0,,,,0,0
792,2015-01-09 03:00,4.1,329.6,2.2,0,,,,0,0
792,2015-01-09 04:00,4.1,316,2.3,0,,,,0,0
792,2015-01-09 05:00,4,312.5,3.4,0,,,,0,0
792,2015-01-09 06:00,4.1,331.4,2.7,0,,,,0,0
792,2015-01-09 07:00,4.3,320.3,3.9,0,,,,0,0
792,2015-01-09 08:00,4.7,330.5,3.7,0,,,,0,0
792,2015-01-09 09:00,5.7,319.3,4.2,0,,,,0,0
792,2015-01-09 10:00,6.3,319.2,3.5,0,,,,0,0
792,2015-01-09 11:00,7.7,317.3,6.2,0,,,,0,0
792,2015-01-09 12:00,8.4,314.5,6.4,0,,,,0,0
792,2015-01-09 13:00,8.8,306,5,0,,,,0,0
792,2015-01-09 14:00,8.6,310.5,5.7,0,,,,0,0
792,2015-01-09 15:00,8.7,307.8,5,0,,,,0,0
792,2015-01-09 16:00,8.1,304.9,4.7,0,,,,0,0
792,2015-01-09 17:00,7.3,319.5,5.7,0,,,,0,0
792,2015-01-09 18:00,6.4,313.9,4.1,0,,,,0,0
792,2015-01-09 19:00,5.6,338,1.6,0,,,,0,0
792,2015-01-09 20:00,5,320,1.5,0,,,,0,0
792,2015-01-09 21:00,3.8,324.2,.8,0,,,,0,0
792,2015-01-09 22:00,1.6,0,.4,0,,,,0,0
792,2015-01-09 23:00,2.2,239.2,1.2,0,,,,0,0
792,2015-01-10 00:00,1.6,222.4,1.5,0,,,,0,0
792,2015-01-10 01:00,2.3,218.9,1.1,0,,,,0,0
792,2015-01-10 02:00,1.9,238.8,1,0,,,,0,0
792,2015-01-10 03:00,5.3,305.3,3.3,0,,,,0,0
792,2015-01-10 04:00,5.4,310.4,3.4,0,,,,0,0
792,2015-01-10 05:00,4.9,255.3,1.6,0,,,,0,0
792,2015-01-10 06:00,4.4,217,1.4,0,,,,0,0
792,2015-01-10 07:00,4.9,215.6,1.4,0,,,,0,0
792,2015-01-10 08:00,4.2,299.5,1.3,0,,,,0,0
792,2015-01-10 09:00,6.3,308,3.9,0,,,,0,0
792,2015-01-10 10:00,8.1,308,5.1,0,,,,0,0
792,2015-01-10 11:00,9.3,310.1,5.9,0,,,,0,0
792,2015-01-10 12:00,9.9,298.4,4.4,0,,,,0,0
792,2015-01-10 13:00,10.1,324.2,6.9,0,,,,0,0
792,2015-01-10 14:00,10.4,302.2,5.9,0,,,,0,0
792,2015-01-10 15:00,9.9,317,5.5,0,,,,0,0
792,2015-01-10 16:00,8.9,328.8,5.9,0,,,,0,0
792,2015-01-10 17:00,7.5,307.4,3.9,0,,,,0,0
792,2015-01-10 18:00,6.2,331,5.6,0,,,,0,0
792,2015-01-10 19:00,5.6,310.2,5.5,0,,,,0,0
792,2015-01-10 20:00,5.1,323.1,3.4,0,,,,0,0
792,2015-01-10 21:00,5.5,308.5,6.3,0,,,,0,0
792,2015-01-10 22:00,5,15.4,1.9,0,,,,0,0
792,2015-01-10 23:00,2.8,272.3,2.3,0,,,,0,0
792,2015-01-11 00:00,6,321.4,4,0,,,,0,0
792,2015-01-11 01:00,5.3,357.5,5.5,0,,,,0,0
792,2015-01-11 02:00,3.9,246.6,1.4,0,,,,0,0
792,2015-01-11 03:00,1.9,.8,1.1,0,,,,0,0
792,2015-01-11 04:00,.6,324.4,1.2,0,,,,0,0
792,2015-01-11 05:00,.2,13.6,.8,0,,,,0,0
792,2015-01-11 06:00,4.6,325.1,2.2,0,,,,0,0
792,2015-01-11 07:00,8.3,249.4,4.1,0,,,,0,0
792,2015-01-11 08:00,8.5,270.3,2.4,0,,,,0,0
792,2015-01-11 09:00,9.7,286,2.3,0,,,,0,0
792,2015-01-11 10:00,10,307,2.7,0,,,,0,0
792,2015-01-11 11:00,11.1,302.2,5.5,0,,,,0,0
792,2015-01-11 12:00,11.5,312.1,6.9,0,,,,0,0
792,2015-01-11 13:00,11,310.7,6.7,0,,,,0,0
792,2015-01-11 14:00,10.8,305.5,6.3,0,,,,0,0
792,2015-01-11 15:00,9.1,303.7,7.1,0,,,,0,0
792,2015-01-11 16:00,8.5,322.8,6,0,,,,0,0
792,2015-01-11 17:00,6.6,317.6,7.8,0,,,,0,0
792,2015-01-11 18:00,5.3,314.3,7.4,0,,,,0,0
792,2015-01-11 19:00,4.5,319.2,5.1,0,,,,0,0
792,2015-01-11 20:00,3.8,325.3,4.2,0,,,,0,0
792,2015-01-11 21:00,3.9,323.9,4.3,0,,,,0,0
792,2015-01-11 22:00,3.4,330.9,2.9,0,,,,0,0
792,2015-01-11 23:00,3.1,328.1,3.3,0,,,,0,0
792,2015-01-12 00:00,3,331.3,3.1,0,,,,0,0
792,2015-01-12 01:00,2.4,330,3.4,0,,,,0,0
792,2015-01-12 02:00,2,313.8,3.7,0,,,,0,0
792,2015-01-12 03:00,2.2,332.3,3.9,0,,,,0,0
792,2015-01-12 04:00,1.9,330,2.5,0,,,,0,0
792,2015-01-12 05:00,2.1,331.5,3.7,0,,,,0,0
792,2015-01-12 06:00,1.6,335.2,4.1,0,,,,0,0
792,2015-01-12 07:00,1.4,334.4,5.3,0,,,,0,0
792,2015-01-12 08:00,.9,334.2,4.1,0,,,,0,0
792,2015-01-12 09:00,2.4,334.1,5.1,0,,,,0,0
792,2015-01-12 10:00,3.6,330.3,5.5,0,,,,0,0
792,2015-01-12 11:00,4.8,336.4,5.3,0,,,,0,0
792,2015-01-12 12:00,5.5,343.2,5.8,0,,,,0,0
792,2015-01-12 13:00,6.1,327.9,6.1,0,,,,0,0
792,2015-01-12 14:00,5.9,348.4,6.2,0,,,,0,0
792,2015-01-12 15:00,5.7,345.2,5.6,0,,,,0,0
792,2015-01-12 16:00,4.9,.1,6.3,0,,,,0,0
792,2015-01-12 17:00,3.9,14,4.9,0,,,,0,0
792,2015-01-12 18:00,2.1,357.8,3.5,0,,,,0,0
792,2015-01-12 19:00,1.5,1.8,2.5,0,,,,0,0
792,2015-01-12 20:00,0,320.9,2.1,0,,,,0,0
792,2015-01-12 21:00,-.1,325.4,2.7,0,,,,0,0
792,2015-01-12 22:00,.5,326.4,2.4,0,,,,0,0
792,2015-01-12 23:00,1.2,322.2,3,0,,,,0,0
792,2015-01-13 00:00,2.3,324.3,2.6,0,,,,0,0
792,2015-01-13 01:00,3.4,314.8,2.3,0,,,,0,0
792,2015-01-13 02:00,3.3,.4,2,0,,,,0,0
792,2015-01-13 03:00,4.9,328.8,2.8,0,,,,0,0
792,2015-01-13 04:00,5.6,342,2.3,0,,,,0,0
792,2015-01-13 05:00,5.8,347.4,2,0,,,,0,0
792,2015-01-13 06:00,6.4,354.2,2.3,0,,,,0,0
792,2015-01-13 07:00,6.7,347.1,1.9,0,,,,0,0
792,2015-01-13 08:00,6.9,352.4,1.9,0,,,,0,0
792,2015-01-13 09:00,7.4,355.7,1.8,0,,,,0,0
792,2015-01-13 10:00,10,69.4,2.5,0,,,,0,0
792,2015-01-13 11:00,10.6,86.6,4.1,0,,,,0,0
792,2015-01-13 12:00,10.7,74.5,4.2,0,,,,0,0
792,2015-01-13 13:00,10.9,76.1,4.8,0,,,,0,0
792,2015-01-13 14:00,10.6,69.4,4.3,0,,,,0,0
792,2015-01-13 15:00,10.3,57.7,3.8,0,,,,0,0
792,2015-01-13 16:00,10.4,63.1,3.9,0,,,,0,0
792,2015-01-13 17:00,10.4,75.9,3.6,0,,,,0,0
792,2015-01-13 18:00,10.1,75.4,3.1,0,,,,0,0
792,2015-01-13 19:00,10,65.7,3.6,0,,,,0,0
792,2015-01-13 20:00,10,58,3.5,0,,,,0,0
792,2015-01-13 21:00,10,56.2,3.2,0,,,,0,0
792,2015-01-13 22:00,10,52,2.9,0,,,,0,0
792,2015-01-13 23:00,9.8,37.3,2.3,0,,,,0,0
792,2015-01-14 00:00,9.7,39.6,2.6,0,,,,0,0
792,2015-01-14 01:00,9.5,38.9,2.2,0,,,,0,0
792,2015-01-14 02:00,9.7,43.7,1.6,0,,,,0,0
792,2015-01-14 03:00,10,65.2,2.4,0,,,,0,0
792,2015-01-14 04:00,9.7,50.7,1.8,0,,,,0,0
792,2015-01-14 05:00,9.7,22.1,1.7,0,,,,0,0
792,2015-01-14 06:00,9.5,20,2,1,,,,0,0
792,2015-01-14 07:00,9.3,19.1,3.2,1,,,,0,0
792,2015-01-14 08:00,9.3,16,3.6,1,,,,0,0
792,2015-01-14 09:00,9.4,13.8,3.5,1.5,,,,0,0
792,2015-01-14 10:00,9.9,10.4,3.7,.5,,,,0,0
792,2015-01-14 11:00,10,20.5,4.3,1,,,,0,0
792,2015-01-14 12:00,9.5,12,5.3,2,,,,0,0
792,2015-01-14 13:00,8.2,15.3,4.7,1,,,,0,0
792,2015-01-14 14:00,7.9,9.2,4.8,.5,,,,0,0
792,2015-01-14 15:00,8.1,7.7,4.7,.5,,,,0,0
792,2015-01-14 16:00,8.2,5.8,5.5,1,,,,0,0
792,2015-01-14 17:00,9,10.8,6.1,1,,,,0,0
792,2015-01-14 18:00,9,14.3,4.5,1,,,,0,0
792,2015-01-14 19:00,7.6,8.1,5.6,8,,,,0,0
792,2015-01-14 20:00,8.8,8.2,4.9,4.5,,,,0,0
792,2015-01-14 21:00,8,10,4.8,8.5,,,,0,0
792,2015-01-14 22:00,9.1,.5,4.9,2.5,,,,0,0
792,2015-01-14 23:00,7.7,338.8,5.2,.5,,,,0,0
792,2015-01-15 00:00,7.1,330.5,5.6,0,,,,0,0
792,2015-01-15 01:00,7.2,321.5,4.2,0,,,,0,0
792,2015-01-15 02:00,7.1,322.4,4.8,0,,,,0,0
792,2015-01-15 03:00,5.6,327.1,3.9,0,,,,0,0
792,2015-01-15 04:00,5.1,323.9,4.1,0,,,,0,0
792,2015-01-15 05:00,4.8,319.2,4.2,0,,,,0,0
792,2015-01-15 06:00,4.9,315.4,5.1,0,,,,0,0
792,2015-01-15 07:00,5.1,331.4,4.8,0,,,,0,0
792,2015-01-15 08:00,5.4,311.4,5.2,0,,,,0,0
792,2015-01-15 09:00,6.9,321.8,6.7,0,,,,0,0
792,2015-01-15 10:00,8.2,316.5,8.5,0,,,,0,0
792,2015-01-15 11:00,9,311.8,8.9,0,,,,0,0
792,2015-01-15 12:00,9.1,319.7,6.1,0,,,,0,0
792,2015-01-15 13:00,10,315.9,9.1,0,,,,0,0
792,2015-01-15 14:00,10,308.1,6.4,0,,,,0,0
792,2015-01-15 15:00,9.9,332.1,5.3,0,,,,0,0
792,2015-01-15 16:00,9.2,318.3,5.2,0,,,,0,0
792,2015-01-15 17:00,8.3,323.1,5.2,0,,,,0,0
792,2015-01-15 18:00,6.6,308.4,3.9,0,,,,0,0
792,2015-01-15 19:00,6.2,308.6,5.5,0,,,,0,0
792,2015-01-15 20:00,6.3,323.3,6.3,0,,,,0,0
792,2015-01-15 21:00,6.1,296.6,3.7,0,,,,0,0
792,2015-01-15 22:00,5.9,310.4,5.6,0,,,,0,0
792,2015-01-15 23:00,5.7,307.4,5.5,0,,,,0,0
792,2015-01-16 00:00,5,315.8,4.9,0,,,,0,0
792,2015-01-16 01:00,4.8,321.3,4.8,0,,,,0,0
792,2015-01-16 02:00,4.9,313.2,5.6,0,,,,0,0
792,2015-01-16 03:00,4.8,318.3,5.4,0,,,,0,0
792,2015-01-16 04:00,4.5,324.1,4.5,0,,,,0,0
792,2015-01-16 05:00,5,311,5.1,0,,,,0,0
792,2015-01-16 06:00,5,317.1,5.4,0,,,,0,0
792,2015-01-16 07:00,5.2,316.5,4.9,0,,,,0,0
792,2015-01-16 08:00,5.4,313.6,5.3,0,,,,0,0
792,2015-01-16 09:00,6.8,317.6,5.6,0,,,,0,0
792,2015-01-16 10:00,8.8,310.9,4.9,0,,,,0,0
792,2015-01-16 11:00,9,302,4.4,0,,,,0,0
792,2015-01-16 12:00,9.7,329.1,3,0,,,,0,0
792,2015-01-16 13:00,8.6,308.3,4.9,0,,,,0,0
792,2015-01-16 14:00,7.9,316.4,5,0,,,,0,0
792,2015-01-16 15:00,6.9,316.3,5.7,0,,,,0,0
792,2015-01-16 16:00,6.8,315.5,5,0,,,,0,0
792,2015-01-16 17:00,7,283.7,1.7,0,,,,0,0
792,2015-01-16 18:00,6,281.7,1.2,0,,,,0,0
792,2015-01-16 19:00,6.1,286.8,2.4,0,,,,0,0
792,2015-01-16 20:00,6.2,268.1,2.1,0,,,,0,0
792,2015-01-16 21:00,5.9,287.2,1,0,,,,0,0
792,2015-01-16 22:00,6.1,337.2,1.4,.5,,,,0,0
792,2015-01-16 23:00,4.5,189.5,.9,0,,,,0,0
792,2015-01-17 00:00,5.1,303.9,3.1,0,,,,0,0
792,2015-01-17 01:00,5.2,312.1,3.9,0,,,,0,0
792,2015-01-17 02:00,4.3,320.4,6.5,.5,,,,0,0
792,2015-01-17 03:00,4.3,320.2,6.3,0,,,,0,0
792,2015-01-17 04:00,3.9,316.3,6,0,,,,0,0
792,2015-01-17 05:00,3.8,312.8,8,0,,,,0,0
792,2015-01-17 06:00,3.5,315.1,7.2,0,,,,0,0
792,2015-01-17 07:00,3.3,322.1,6.4,0,,,,0,0
792,2015-01-17 08:00,2.9,323.1,6,0,,,,0,0
792,2015-01-17 09:00,3.1,338.4,5,0,,,,0,0
792,2015-01-17 10:00,3.5,327.7,6.7,0,,,,0,0
792,2015-01-17 11:00,4.6,340.6,7,0,,,,0,0
792,2015-01-17 12:00,5,314.4,8.1,0,,,,0,0
792,2015-01-17 13:00,5.3,315.6,6.9,0,,,,0,0
792,2015-01-17 14:00,5.2,321.1,7.5,0,,,,0,0
792,2015-01-17 15:00,5.1,314.9,6.8,0,,,,0,0
792,2015-01-17 16:00,4.2,320.7,8.1,0,,,,0,0
792,2015-01-17 17:00,3.4,326.3,6.3,0,,,,0,0
792,2015-01-17 18:00,2.3,325.9,4.6,0,,,,0,0
792,2015-01-17 19:00,2.1,329.1,5.3,0,,,,0,0
792,2015-01-17 20:00,2.1,327.4,6.6,0,,,,0,0
792,2015-01-17 21:00,2,332.5,4.6,0,,,,0,0
792,2015-01-17 22:00,1.7,314.3,6.6,0,,,,0,0
792,2015-01-17 23:00,1.7,328.8,5.7,0,,,,0,0
792,2015-01-18 00:00,1.5,302.3,4.2,0,,,,0,0
792,2015-01-18 01:00,1.4,312.1,3,0,,,,0,0
792,2015-01-18 02:00,1.4,331.3,4.5,0,,,,0,0
792,2015-01-18 03:00,1.6,336.5,4.6,0,,,,0,0
792,2015-01-18 04:00,1.2,327,5.3,0,,,,0,0
