지점,일시,기온,풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
792,2016-01-02 20:00,9.8,302.2,.9,0,,,,0,0
792,2016-01-02 21:00,8.6,323.8,1.4,0,,,,0,0
792,2016-01-02 22:00,7,337.6,1.5,0,,,,0,0
792,2016-01-02 23:00,7.8,330.3,1.8,0,,,,0,0
792,2016-01-03 00:00,6,279.9,.9,0,,,,0,0
792,2016-01-03 01:00,6,317.6,1.3,0,,,,0,0
792,2016-01-03 02:00,5.3,335.7,1.1,0,,,,0,0
792,2016-01-03 03:00,4.7,316.6,1.2,0,,,,0,0
792,2016-01-03 04:00,6.7,334.5,1.6,0,,,,0,0
792,2016-01-03 05:00,8.1,347.8,2.2,0,,,,0,0
792,2016-01-03 06:00,9.2,347.8,2,0,,,,0,0
792,2016-01-03 07:00,10.3,323.2,2.5,0,,,,0,0
792,2016-01-03 08:00,9.6,346.7,2,0,,,,0,0
792,2016-01-03 09:00,11.1,341,2.7,0,,,,0,0
792,2016-01-03 10:00,12.8,306.6,1.4,0,,,,0,0
792,2016-01-03 11:00,14.3,354.4,1,0,,,,0,0
792,2016-01-03 12:00,15.1,168.5,.8,0,,,,0,0
792,2016-01-03 13:00,15.6,97.3,1.1,0,,,,0,0
792,2016-01-03 14:00,15.9,112.9,2.8,0,,,,0,0
792,2016-01-03 15:00,15.8,141,2.5,0,,,,0,0
792,2016-01-03 16:00,15.3,128.5,1.6,0,,,,0,0
792,2016-01-03 17:00,14.3,169.9,.6,0,,,,0,0
792,2016-01-03 18:00,10.4,352.3,2.3,0,,,,0,0
792,2016-01-03 19:00,9.4,347.2,2.1,0,,,,0,0
792,2016-01-03 20:00,8.6,298.3,1.4,0,,,,0,0
792,2016-01-03 21:00,6.2,280.7,1.3,0,,,,0,0
792,2016-01-03 22:00,6,302.9,1.1,0,,,,0,0
792,2016-01-03 23:00,5.4,317.4,1.4,0,,,,0,0
792,2016-01-04 00:00,4.8,291.9,1.3,0,,,,0,0
792,2016-01-04 01:00,5,326.3,1.8,0,,,,0,0
792,2016-01-04 02:00,4.6,333.3,2.1,0,,,,0,0
792,2016-01-04 03:00,6.5,340.4,2.8,0,,,,0,0
792,2016-01-04 04:00,7.9,267.1,3.3,0,,,,0,0
792,2016-01-04 05:00,9,328.4,1.8,0,,,,0,0
792,2016-01-04 06:00,10.4,329.9,2.8,0,,,,0,0
792,2016-01-04 07:00,10.3,328.5,4.8,0,,,,0,0
792,2016-01-04 08:00,10,333.7,4.3,0,,,,0,0
792,2016-01-04 09:00,11.2,326.9,4.5,0,,,,0,0
792,2016-01-04 10:00,11.4,344.9,3.9,0,,,,0,0
792,2016-01-04 11:00,11.6,345.6,4.8,0,,,,0,0
792,2016-01-04 12:00,12.4,342.7,4.2,0,,,,0,0
792,2016-01-04 13:00,13,337.5,4.8,0,,,,0,0
792,2016-01-04 14:00,12.9,323.9,4.9,0,,,,0,0
792,2016-01-04 15:00,12.8,332.5,5.1,0,,,,0,0
792,2016-01-04 16:00,11.5,327.7,4,0,,,,0,0
792,2016-01-04 17:00,11,340.7,3.5,0,,,,0,0
792,2016-01-04 18:00,10.2,326.3,2.9,0,,,,0,0
792,2016-01-04 19:00,9.9,317.2,4,0,,,,0,0
792,2016-01-04 20:00,9.9,312.4,3.5,0,,,,0,0
792,2016-01-04 21:00,9.6,329,2.6,0,,,,0,0
792,2016-01-04 22:00,9.7,331.7,2.9,0,,,,0,0
792,2016-01-04 23:00,9.8,340.3,3.4,0,,,,0,0
792,2016-01-05 00:00,9.6,339,2.6,0,,,,0,0
792,2016-01-05 01:00,9.6,337,3.1,0,,,,0,0
792,2016-01-05 02:00,9.3,341.7,4,0,,,,0,0
792,2016-01-05 03:00,9.3,342.1,3.7,0,,,,0,0
792,2016-01-05 04:00,9.3,335.2,4.2,0,,,,0,0
792,2016-01-05 05:00,9,.4,4.1,0,,,,0,0
792,2016-01-05 06:00,9.4,326.8,4.5,0,,,,0,0
792,2016-01-05 07:00,7.5,331.9,2,0,,,,0,0
792,2016-01-05 08:00,7.7,329.5,2.7,0,,,,0,0
792,2016-01-05 09:00,8.2,336.3,3.3,0,,,,0,0
792,2016-01-05 10:00,8.1,355.9,3.9,0,,,,0,0
792,2016-01-05 11:00,6.7,348,4.1,1,,,,0,0
792,2016-01-05 12:00,6.3,353.4,4,2.5,,,,0,0
792,2016-01-05 13:00,7.1,15.7,4.1,1,,,,0,0
792,2016-01-05 14:00,7.4,5.8,4,.5,,,,0,0
792,2016-01-05 15:00,6.6,5.4,3.8,.5,,,,0,0
792,2016-01-05 16:00,6.6,4.3,4.3,0,,,,0,0
792,2016-01-05 17:00,6.5,.6,3.4,0,,,,0,0
792,2016-01-05 18:00,6.5,353.6,2.3,0,,,,0,0
792,2016-01-05 19:00,6.4,359.4,3.7,0,,,,0,0
792,2016-01-05 20:00,6.3,345.7,3,0,,,,0,0
792,2016-01-05 21:00,5.8,350.6,2.5,0,,,,0,0
792,2016-01-05 22:00,5.5,344.8,3.3,0,,,,0,0
792,2016-01-05 23:00,5.6,342.4,3.8,0,,,,0,0
792,2016-01-06 00:00,5.2,343.7,2.6,0,,,,0,0
792,2016-01-06 01:00,5.2,344,3,0,,,,0,0
792,2016-01-06 02:00,5.1,346.2,2.3,0,,,,0,0
792,2016-01-06 03:00,5.3,354.2,3.1,0,,,,0,0
792,2016-01-06 04:00,5.6,351.3,3.5,0,,,,0,0
792,2016-01-06 05:00,5.4,332.1,3.1,0,,,,0,0
792,2016-01-06 06:00,5.5,334.8,3,0,,,,0,0
792,2016-01-06 07:00,4.9,338.3,1.3,0,,,,0,0
792,2016-01-06 08:00,4.6,336.7,2.4,0,,,,0,0
792,2016-01-06 09:00,5.6,342.4,3.9,0,,,,0,0
792,2016-01-06 10:00,6.2,331.6,3.4,0,,,,0,0
792,2016-01-06 11:00,7.2,325,5.5,0,,,,0,0
792,2016-01-06 12:00,7.8,333,6,0,,,,0,0
792,2016-01-06 13:00,8.3,320.1,7.4,0,,,,0,0
792,2016-01-06 14:00,7,319.8,7.5,0,,,,0,0
792,2016-01-06 15:00,7.4,316.9,7.5,0,,,,0,0
792,2016-01-06 16:00,6.9,318.6,7.8,0,,,,0,0
792,2016-01-06 17:00,6.5,310.1,6.3,0,,,,0,0
792,2016-01-06 18:00,6.1,322.1,7.8,0,,,,0,0
792,2016-01-06 19:00,6.2,318.6,6.8,0,,,,0,0
792,2016-01-06 20:00,6.2,320.7,6.2,0,,,,0,0
792,2016-01-06 21:00,6.1,325.5,6,0,,,,0,0
792,2016-01-06 22:00,5.5,319,6.4,0,,,,0,0
792,2016-01-06 23:00,5.5,314.7,6.2,0,,,,0,0
792,2016-01-07 00:00,5.6,296.6,3.4,0,,,,0,0
792,2016-01-07 01:00,5.2,327.4,1.9,0,,,,0,0
792,2016-01-07 02:00,5.3,350.9,2.6,0,,,,0,0
792,2016-01-07 03:00,5.3,337,3.3,0,,,,0,0
792,2016-01-07 04:00,6,327,3.7,0,,,,0,0
792,2016-01-07 05:00,6.1,320.9,3.4,0,,,,0,0
792,2016-01-07 06:00,6.1,328.6,3.8,0,,,,0,0
792,2016-01-07 07:00,6,324.5,3.8,0,,,,0,0
792,2016-01-07 08:00,5.8,305.3,3.5,0,,,,0,0
792,2016-01-07 09:00,6,296.2,2.9,0,,,,0,0
792,2016-01-07 10:00,6,323.2,4.1,0,,,,0,0
792,2016-01-07 11:00,6.7,308.1,5,0,,,,0,0
792,2016-01-07 12:00,6.3,318.4,6.5,0,,,,0,0
792,2016-01-07 13:00,6.1,311.2,7.3,0,,,,0,0
792,2016-01-07 14:00,6.7,305.4,5.4,0,,,,0,0
792,2016-01-07 15:00,6.8,313.9,6,0,,,,0,0
792,2016-01-07 16:00,6.5,307.6,6.9,0,,,,0,0
792,2016-01-07 17:00,5.4,313.4,4.7,0,,,,0,0
792,2016-01-07 18:00,4.5,313.8,3.6,0,,,,0,0
792,2016-01-07 19:00,3.4,301.6,1.4,0,,,,0,0
792,2016-01-07 20:00,4.5,314.3,4,0,,,,0,0
792,2016-01-07 21:00,5,318.4,2.8,0,,,,0,0
792,2016-01-07 22:00,4.7,312.9,3.4,0,,,,0,0
792,2016-01-07 23:00,3.8,312.3,2.1,0,,,,0,0
792,2016-01-08 00:00,3.9,323.2,1.5,0,,,,0,0
792,2016-01-08 01:00,3.9,308.5,3,0,,,,0,0
792,2016-01-08 02:00,4.4,310.5,2.2,0,,,,0,0
792,2016-01-08 03:00,4.3,288.8,.9,0,,,,0,0
792,2016-01-08 04:00,4.2,310,3,0,,,,0,0
792,2016-01-08 05:00,3.7,323,4.7,0,,,,0,0
792,2016-01-08 06:00,2.7,326.1,2.7,0,,,,0,0
792,2016-01-08 07:00,2.9,316.9,2.2,0,,,,0,0
792,2016-01-08 08:00,3.4,304.4,2.5,0,,,,0,0
792,2016-01-08 09:00,3.1,320.4,1.9,0,,,,0,0
792,2016-01-08 10:00,4.4,295.9,2.3,0,,,,0,0
792,2016-01-08 11:00,3.7,310.1,3,0,,,,0,0
792,2016-01-08 12:00,5.9,311.9,5.9,0,,,,0,0
792,2016-01-08 13:00,5.4,297.7,3.7,0,,,,0,0
792,2016-01-08 14:00,6.1,319.4,4.2,0,,,,0,0
792,2016-01-08 15:00,4.8,336.8,2.9,.5,,,,0,0
792,2016-01-08 16:00,5.3,335.7,2.1,0,,,,0,0
792,2016-01-08 17:00,4.4,320.4,2.1,0,,,,0,0
792,2016-01-08 18:00,4.2,303.8,4.1,0,,,,0,0
792,2016-01-08 19:00,3.5,286.4,2.8,0,,,,0,0
792,2016-01-08 20:00,3.7,295.2,3.4,0,,,,0,0
792,2016-01-08 21:00,3.8,308.1,4,0,,,,0,0
792,2016-01-08 22:00,3.6,304.6,2.9,0,,,,0,0
792,2016-01-08 23:00,3,306.8,3.6,0,,,,0,0
792,2016-01-09 00:00,3.5,304.4,1.8,0,,,,0,0
792,2016-01-09 01:00,3.1,336.8,2.6,0,,,,0,0
792,2016-01-09 02:00,2.4,289.5,.5,0,,,,0,0
792,2016-01-09 03:00,2.3,36.7,.7,0,,,,0,0
792,2016-01-09 04:00,3.1,308.6,2.4,0,,,,0,0
792,2016-01-09 05:00,3,281,1.8,0,,,,0,0
792,2016-01-09 06:00,2.6,278.9,.5,0,,,,0,0
792,2016-01-09 07:00,1.7,0,.2,0,,,,0,0
792,2016-01-09 08:00,2.8,304.3,1.6,0,,,,0,0
792,2016-01-09 09:00,5,294.4,1.2,0,,,,0,0
792,2016-01-09 10:00,6.2,295.9,2.9,0,,,,0,0
792,2016-01-09 11:00,6.9,317.2,2.9,0,,,,0,0
792,2016-01-09 12:00,8,327.3,3.6,0,,,,0,0
792,2016-01-09 13:00,7.8,271.8,2.8,0,,,,0,0
792,2016-01-09 14:00,7.5,309.2,3.1,0,,,,0,0
792,2016-01-09 15:00,8.2,314.4,4.9,0,,,,0,0
792,2016-01-09 16:00,7.9,332.1,4,0,,,,0,0
792,2016-01-09 17:00,6.4,323,4,0,,,,0,0
792,2016-01-09 18:00,5,312.4,4.1,0,,,,0,0
792,2016-01-09 19:00,4.1,323.9,3.1,0,,,,0,0
792,2016-01-09 20:00,3.7,309.5,3.3,0,,,,0,0
792,2016-01-09 21:00,2.7,340.9,2,0,,,,0,0
792,2016-01-09 22:00,3.5,299.9,2.1,0,,,,0,0
792,2016-01-09 23:00,4.1,320.3,4,0,,,,0,0
792,2016-01-10 00:00,4.4,295.1,2,0,,,,0,0
792,2016-01-10 01:00,2,350.3,1.7,0,,,,0,0
792,2016-01-10 02:00,2.3,347.6,2,0,,,,0,0
792,2016-01-10 03:00,3.3,324.2,2.4,0,,,,0,0
792,2016-01-10 04:00,2.2,328.6,1.5,0,,,,0,0
792,2016-01-10 05:00,3.3,338,2.3,0,,,,0,0
792,2016-01-10 06:00,4.1,320.9,3,0,,,,0,0
792,2016-01-10 07:00,3.7,335.3,3.4,0,,,,0,0
792,2016-01-10 08:00,3.4,331.7,2.2,0,,,,0,0
792,2016-01-10 09:00,4.7,3.8,2.4,0,,,,0,0
792,2016-01-10 10:00,8.4,340.3,5,0,,,,0,0
792,2016-01-10 11:00,8.5,328.4,4.3,0,,,,0,0
792,2016-01-10 12:00,9.7,319.5,4.4,0,,,,0,0
792,2016-01-10 13:00,10.4,347,3.2,0,,,,0,0
792,2016-01-10 14:00,9.9,318.9,1.4,0,,,,0,0
792,2016-01-10 15:00,9.4,305.8,2.1,0,,,,0,0
792,2016-01-10 16:00,8.6,321.9,3.2,0,,,,0,0
792,2016-01-10 17:00,7.5,332.1,3.2,0,,,,0,0
792,2016-01-10 18:00,6.1,323.2,2.8,0,,,,0,0
792,2016-01-10 19:00,5.7,330.2,3.2,0,,,,0,0
792,2016-01-10 20:00,5.6,333.2,3.6,0,,,,0,0
792,2016-01-10 21:00,5.4,338.8,3.1,0,,,,0,0
792,2016-01-10 22:00,5.5,331.4,3.5,0,,,,0,0
792,2016-01-10 23:00,5.7,335.9,3.5,0,,,,0,0
792,2016-01-11 00:00,5.8,338.5,4,0,,,,0,0
792,2016-01-11 01:00,5.9,331.2,4,0,,,,0,0
792,2016-01-11 02:00,5.9,331.1,3.9,0,,,,0,0
792,2016-01-11 03:00,5.7,334.3,3.1,0,,,,0,0
792,2016-01-11 04:00,5.6,341.1,4.7,0,,,,0,0
792,2016-01-11 05:00,5.2,338.7,4.7,0,,,,0,0
792,2016-01-11 06:00,4.7,341.4,4.5,0,,,,0,0
792,2016-01-11 07:00,4.2,353,2.8,0,,,,0,0
792,2016-01-11 08:00,4.6,359.1,4.2,0,,,,0,0
792,2016-01-11 09:00,4.6,353.7,4.9,0,,,,0,0
792,2016-01-11 10:00,5.5,342.6,6.7,0,,,,0,0
792,2016-01-11 11:00,6.8,340.7,5.6,0,,,,0,0
792,2016-01-11 12:00,6.2,345.3,5.7,0,,,,0,0
792,2016-01-11 13:00,6.3,339.8,6.6,0,,,,0,0
792,2016-01-11 14:00,6.4,336.6,5.7,0,,,,0,0
792,2016-01-11 15:00,6,332.1,5.4,0,,,,0,0
792,2016-01-11 16:00,5.6,314.6,6.3,0,,,,0,0
792,2016-01-11 17:00,4.8,322.1,5.8,0,,,,0,0
792,2016-01-11 18:00,4.6,321,5.1,0,,,,0,0
792,2016-01-11 19:00,4.5,317.3,5.3,0,,,,0,0
792,2016-01-11 20:00,4.1,318.7,5.1,0,,,,0,0
792,2016-01-11 21:00,3.4,319.7,5,0,,,,0,0
792,2016-01-11 22:00,2.7,320.2,4.6,0,,,,0,0
792,2016-01-11 23:00,2.9,316.5,5.9,0,,,,0,0
792,2016-01-12 00:00,2.7,314.7,5.3,0,,,,0,0
792,2016-01-12 01:00,2.4,316.9,5,0,,,,0,0
792,2016-01-12 02:00,2.7,312.1,4.3,0,,,,0,0
792,2016-01-12 03:00,2.8,334.3,7.2,0,,,,0,0
792,2016-01-12 04:00,2.7,335.3,7.2,0,,,,0,0
792,2016-01-12 05:00,2.4,334.4,6.3,0,,,,0,0
792,2016-01-12 06:00,2.2,330.7,4.4,0,,,,0,0
792,2016-01-12 07:00,2.3,344.8,5.5,0,,,,0,0
792,2016-01-12 08:00,2.2,344.8,5.3,0,,,,0,0
792,2016-01-12 09:00,2.6,340.1,5.5,0,,,,0,0
792,2016-01-12 10:00,2,341.9,5.3,0,,,,0,0
792,2016-01-12 11:00,4.3,335.5,6.9,0,,,,0,0
792,2016-01-12 12:00,5.6,334.4,5.9,0,,,,0,0
792,2016-01-12 13:00,5.1,331,6,0,,,,0,0
792,2016-01-12 14:00,4.7,327.7,4.9,0,,,,0,0
792,2016-01-12 15:00,4.6,328.5,4.3,0,,,,0,0
792,2016-01-12 16:00,4.5,318.1,3.9,0,,,,0,0
792,2016-01-12 17:00,4.1,316.8,4.6,0,,,,0,0
792,2016-01-12 18:00,3.8,315.8,5,0,,,,0,0
792,2016-01-12 19:00,3.7,314.2,3.9,0,,,,0,0
792,2016-01-12 20:00,3.7,326.7,3.7,0,,,,0,0
792,2016-01-12 21:00,3.6,322.4,4.4,0,,,,0,0
792,2016-01-12 22:00,3.5,313.3,4,0,,,,0,0
792,2016-01-12 23:00,3.2,,,0,,,,0,0
792,2016-01-13 00:00,3.4,298.4,3.2,0,,,,0,0
792,2016-01-13 01:00,3.4,316.8,4.4,0,,,,0,0
792,2016-01-13 02:00,3.2,281.4,3,0,,,,0,0
792,2016-01-13 03:00,1.9,311.1,2.8,0,,,,0,0
792,2016-01-13 04:00,2.6,312.3,6.7,0,,,,0,0
792,2016-01-13 05:00,2.3,296.9,3.5,0,,,,0,0
792,2016-01-13 06:00,1.9,314.5,3.7,0,,,,0,0
792,2016-01-13 07:00,1.6,314.9,2.7,0,,,,0,0
792,2016-01-13 08:00,2.4,294.7,3.2,0,,,,0,0
792,2016-01-13 09:00,2.7,323.1,3.1,0,,,,0,0
792,2016-01-13 10:00,4.4,303.7,4,0,,,,0,0
792,2016-01-13 11:00,4.5,274.3,3.8,0,,,,0,0
792,2016-01-13 12:00,4.8,296.1,4.9,0,,,,0,0
792,2016-01-13 13:00,4.8,312.8,6.4,0,,,,0,0
792,2016-01-13 14:00,4.7,316.9,5.1,0,,,,0,0
792,2016-01-13 15:00,4.8,309.1,6.6,0,,,,0,0
792,2016-01-13 16:00,4.6,315.7,7.2,0,,,,0,0
792,2016-01-13 17:00,3.9,315.9,5.8,0,,,,0,0
792,2016-01-13 18:00,3.1,314.8,6.3,0,,,,0,0
792,2016-01-13 19:00,3,307.1,5.1,0,,,,0,0
792,2016-01-13 20:00,3.2,296.9,4.4,0,,,,0,0
792,2016-01-13 21:00,3,308.1,5.3,0,,,,0,0
792,2016-01-13 22:00,2.6,329.3,2.9,0,,,,0,0
792,2016-01-13 23:00,2.5,280.3,1.3,0,,,,0,0
792,2016-01-14 00:00,3.3,286.9,2.9,0,,,,0,0
792,2016-01-14 01:00,3.1,304.9,4.7,0,,,,0,0
792,2016-01-14 02:00,3.3,294.6,2.4,0,,,,0,0
792,2016-01-14 03:00,3.6,303.6,2.3,0,,,,0,0
792,2016-01-14 04:00,3.9,303.1,2.9,0,,,,0,0
792,2016-01-14 05:00,4.2,301.7,3.8,0,,,,0,0
792,2016-01-14 06:00,4,308.5,4.5,0,,,,0,0
792,2016-01-14 07:00,3.4,311,3.2,0,,,,0,0
792,2016-01-14 08:00,3.8,279.4,3.2,0,,,,0,0
792,2016-01-14 09:00,5.4,307.2,3.8,0,,,,0,0
792,2016-01-14 10:00,5.6,309.4,5.5,0,,,,0,0
792,2016-01-14 11:00,6.6,306.1,5.9,0,,,,0,0
792,2016-01-14 12:00,7.1,318,6.3,0,,,,0,0
792,2016-01-14 13:00,7.1,313.3,6.9,0,,,,0,0
792,2016-01-14 14:00,7.3,318.8,6,0,,,,0,0
792,2016-01-14 15:00,6.7,312,7.2,0,,,,0,0
792,2016-01-14 16:00,6.2,304.6,5.5,0,,,,0,0
792,2016-01-14 17:00,5.7,309.1,3.3,0,,,,0,0
792,2016-01-14 18:00,4.2,313.9,3.2,0,,,,0,0
792,2016-01-14 19:00,3.1,300,2.3,0,,,,0,0
792,2016-01-14 20:00,.3,296,.9,0,,,,0,0
792,2016-01-14 21:00,-.3,311.6,1.4,0,,,,0,0
792,2016-01-14 22:00,1.6,319.3,1.8,0,,,,0,0
792,2016-01-14 23:00,1.8,313.6,2.1,0,,,,0,0
792,2016-01-15 00:00,2,347.5,2.4,0,,,,0,0
792,2016-01-15 01:00,1.4,318,2,0,,,,0,0
792,2016-01-15 02:00,.9,324.8,1.8,0,,,,0,0
792,2016-01-15 03:00,.7,316.5,1.9,0,,,,0,0
792,2016-01-15 04:00,-.6,286.7,2.3,0,,,,0,0
792,2016-01-15 05:00,.7,318.4,1.4,0,,,,0,0
792,2016-01-15 06:00,0,281.8,1.2,0,,,,0,0
792,2016-01-15 07:00,2.7,317.4,2.3,0,,,,0,0
792,2016-01-15 08:00,2.3,335.5,1.7,0,,,,0,0
792,2016-01-15 09:00,3.7,337,1.2,0,,,,0,0
792,2016-01-15 10:00,7.2,351.5,1.2,0,,,,0,0
792,2016-01-15 11:00,8.1,352.5,1.1,0,,,,0,0
792,2016-01-15 12:00,9.1,224.3,1.3,0,,,,0,0
792,2016-01-15 13:00,10.4,235.6,2.2,0,,,,0,0
792,2016-01-15 14:00,9.9,201.1,2.3,0,,,,0,0
792,2016-01-15 15:00,9.2,1.3,2.9,0,,,,0,0
792,2016-01-15 16:00,8.7,19.8,2.1,0,,,,0,0
792,2016-01-15 17:00,8,14.7,2,0,,,,0,0
792,2016-01-15 18:00,5.5,323.1,1.7,0,,,,0,0
792,2016-01-15 19:00,4.1,327.4,1.8,0,,,,0,0
792,2016-01-15 20:00,3.3,329.7,2.1,0,,,,0,0
792,2016-01-15 21:00,2.9,329.6,2.1,0,,,,0,0
792,2016-01-15 22:00,3,327.3,2.3,0,,,,0,0
792,2016-01-15 23:00,.9,322,1.1,0,,,,0,0
792,2016-01-16 00:00,1.4,326.6,1.7,0,,,,0,0
792,2016-01-16 01:00,2.5,317.2,2,0,,,,0,0
792,2016-01-16 02:00,3.1,307.8,2.2,0,,,,0,0
792,2016-01-16 03:00,2.9,312.8,2,0,,,,0,0
792,2016-01-16 04:00,3.1,327.5,2.7,0,,,,0,0
792,2016-01-16 05:00,2.5,320.8,2.9,0,,,,0,0
792,2016-01-16 06:00,2.8,317.6,2.5,0,,,,0,0
792,2016-01-16 07:00,1.3,301.6,1,0,,,,0,0
792,2016-01-16 08:00,.4,317,1.2,0,,,,0,0
792,2016-01-16 09:00,5.2,329,1.8,0,,,,0,0
792,2016-01-16 10:00,8.8,318.5,2.5,0,,,,0,0
792,2016-01-16 11:00,10.4,9.9,1.1,0,,,,0,0
792,2016-01-16 12:00,11.1,258.9,.7,0,,,,0,0
792,2016-01-16 13:00,11.8,121.8,2.4,0,,,,0,0
792,2016-01-16 14:00,11,83,2.4,0,,,,0,0
792,2016-01-16 15:00,10.3,38.7,3,0,,,,0,0
792,2016-01-16 16:00,9.5,2.2,3.8,0,,,,0,0
792,2016-01-16 17:00,8.5,1.1,1.9,0,,,,0,0
792,2016-01-16 18:00,6.6,351.5,1.3,0,,,,0,0
792,2016-01-16 19:00,5.1,337.6,1.6,0,,,,0,0
792,2016-01-16 20:00,5,324.3,1.8,0,,,,0,0
792,2016-01-16 21:00,5,335.1,2.1,0,,,,0,0
792,2016-01-16 22:00,4.9,330.8,1.9,0,,,,0,0
792,2016-01-16 23:00,5.6,338.5,2,0,,,,0,0
792,2016-01-17 00:00,5,355.6,2.2,0,,,,0,0
792,2016-01-17 01:00,5.3,355,1.8,0,,,,0,0
792,2016-01-17 02:00,6.1,340.6,1.3,0,,,,0,0
792,2016-01-17 03:00,7,339.9,2.6,0,,,,0,0
792,2016-01-17 04:00,7.3,339.4,2.3,0,,,,0,0
792,2016-01-17 05:00,7,347.2,2.3,0,,,,0,0
792,2016-01-17 06:00,8.2,16.6,2.4,0,,,,0,0
792,2016-01-17 07:00,9.6,35,3,0,,,,0,0
792,2016-01-17 08:00,10.8,17.3,3.2,0,,,,0,0
792,2016-01-17 09:00,10.7,61.1,1.6,3,,,,0,0
792,2016-01-17 10:00,10.5,2.1,1.3,1,,,,0,0
792,2016-01-17 11:00,10.9,331.3,1.2,1,,,,0,0
792,2016-01-17 12:00,10.5,11.9,2.4,2.5,,,,0,0
792,2016-01-17 13:00,9.9,337.9,3,7,,,,0,0
792,2016-01-17 14:00,10.4,349.8,1.7,3,,,,0,0
792,2016-01-17 15:00,10.4,345.4,2.2,2,,,,0,0
792,2016-01-17 16:00,10.4,339.6,2,1.5,,,,0,0
792,2016-01-17 17:00,9.8,344.1,3,1,,,,0,0
792,2016-01-17 18:00,9.5,9.6,4.6,1.5,,,,0,0
792,2016-01-17 19:00,9,351.8,4.2,.5,,,,0,0
792,2016-01-17 20:00,7.3,339.6,5.4,.5,,,,0,0
792,2016-01-17 21:00,6.6,335.5,5.8,0,,,,0,0
792,2016-01-17 22:00,6.3,345.1,4.3,0,,,,0,0
792,2016-01-17 23:00,6.3,344.5,4.2,0,,,,0,0
792,2016-01-18 00:00,6.3,330.8,4.6,.5,,,,0,0
792,2016-01-18 01:00,6.3,317.8,4.9,0,,,,0,0
792,2016-01-18 02:00,6.2,328,4.8,0,,,,0,0
792,2016-01-18 03:00,5.6,319,4.5,0,,,,0,0
792,2016-01-18 04:00,6.2,320.9,3.8,0,,,,0,0
792,2016-01-18 05:00,7,313.8,3.3,.5,,,,0,0
792,2016-01-18 06:00,7.1,294.9,1.9,0,,,,0,0
792,2016-01-18 07:00,5.4,299.4,2.4,.5,,,,0,0
