지점,일시,기온,풍향,풍속,강수량,현지기압,해면기압,습도
862,2017-01-01 01:00,4.9,226.1,.8,0,1019.4,1029.7,86.3
862,2017-01-01 02:00,4.5,229.4,1.1,0,1019.5,1029.8,88.1
862,2017-01-01 03:00,4.9,0,.3,0,1019.3,1029.6,89.7
862,2017-01-01 04:00,6.2,239.6,1.4,0,1019.1,1029.3,84.7
862,2017-01-01 05:00,6.2,235.7,1.1,0,1018.8,1029,85.6
862,2017-01-01 06:00,6.8,217.9,1,0,1018.7,1028.9,82.4
862,2017-01-01 07:00,7.4,234.5,1.4,0,1019.4,1029.6,78.8
862,2017-01-01 08:00,4.3,0,.2,0,1019.5,1029.8,90.3
862,2017-01-01 09:00,7.8,219.3,.8,0,1019.9,1030,79.7
862,2017-01-01 10:00,11.7,285.8,1.5,0,1020.2,1030.2,62.8
862,2017-01-01 11:00,11.7,329.4,1.2,0,1020.1,1030.1,62.3
862,2017-01-01 12:00,12.9,302,1.7,0,1019.5,1029.4,60.6
862,2017-01-01 13:00,12.9,11.4,2.3,0,1018.4,1028.3,59.1
862,2017-01-01 14:00,13.5,333.8,2,0,1017.2,1027.1,60.4
862,2017-01-01 15:00,12.3,62.2,2.3,0,1016.6,1026.5,64.4
862,2017-01-01 16:00,11.7,88.2,2.3,0,1016.2,1026.2,69.3
862,2017-01-01 17:00,10.5,64.2,1.4,0,1015.6,1025.6,73.9
862,2017-01-01 18:00,6.5,0,.1,0,1015.4,1025.6,90.5
862,2017-01-01 19:00,7.5,213.1,.9,0,1015.9,1026,88.7
862,2017-01-01 20:00,7.5,0,.4,0,1015.9,1026,87.9
862,2017-01-01 21:00,7.5,341.4,1.1,0,1015.7,1025.8,89.9
862,2017-01-01 22:00,4.4,209.6,1,0,1015.2,1025.4,94.3
862,2017-01-01 23:00,5,213.6,1,0,1014.8,1025,95.8
862,2017-01-02 00:00,6.8,211.6,1.3,0,1014.5,1024.6,93.3
862,2017-01-02 01:00,6.8,0,.4,0,1014.1,1024.2,92.8
862,2017-01-02 02:00,7,195.5,.8,0,1013.4,1023.5,94.5
862,2017-01-02 03:00,7.1,209.8,1,0,1013.3,1023.4,94.2
862,2017-01-02 04:00,7.4,193.5,.8,0,1012.7,1022.8,93.5
862,2017-01-02 05:00,7.1,200.6,.7,0,1012.2,1022.3,95.6
862,2017-01-02 06:00,7.6,186.9,.8,0,1012.4,1022.5,95.2
862,2017-01-02 07:00,8,228.6,.5,0,1012.9,1023,95.9
862,2017-01-02 08:00,8.7,0,0,0,1013.1,1023.1,97.7
862,2017-01-02 09:00,9.8,0,.3,.5,1013.5,1023.5,98.1
862,2017-01-02 10:00,11.1,16,1.3,.5,1013.6,1023.6,98.5
862,2017-01-02 11:00,10.7,312.2,1.3,0,1013.8,1023.8,98.5
862,2017-01-02 12:00,11.1,259.6,1.5,0,1013.1,1023.1,99
862,2017-01-02 13:00,12.5,304.1,1.3,0,1012.2,1022.1,96.1
862,2017-01-02 14:00,13.5,316.5,1.2,0,1011.7,1021.5,89.7
862,2017-01-02 15:00,13.5,320.3,1.7,0,1011.5,1021.3,82.3
862,2017-01-02 16:00,12.6,335,1.6,0,1012,1021.9,83.6
862,2017-01-02 17:00,11.8,324.2,1.6,0,1012.3,1022.2,85.3
862,2017-01-02 18:00,8.9,282.2,1,0,1012.8,1022.8,93.2
862,2017-01-02 19:00,6.9,260.8,1.2,0,1012.9,1023,96.3
862,2017-01-02 20:00,6.2,285.2,1.3,0,1013.1,1023.3,97.6
862,2017-01-02 21:00,9.2,318.6,1.6,0,1013.4,1023.4,96.4
862,2017-01-02 22:00,7.2,283.7,1.3,0,1013.4,1023.5,96.2
862,2017-01-02 23:00,9.8,321.3,2,0,1013.3,1023.3,91.7
862,2017-01-03 00:00,9.2,313,2.2,0,1013.2,1023.2,91.5
862,2017-01-03 01:00,8.8,311.4,1.5,0,1013,1023,91.4
862,2017-01-03 02:00,8.6,276.5,2.2,0,1013.5,1023.5,92.2
862,2017-01-03 03:00,8.1,301.1,2,0,1014,1024.1,90
862,2017-01-03 04:00,8.6,317.2,3.2,0,1014.1,1024.1,88.4
862,2017-01-03 05:00,7.6,316.8,2.4,0,1014.1,1024.2,87.2
862,2017-01-03 06:00,6.8,307.9,1.9,0,1014.1,1024.2,88.1
862,2017-01-03 07:00,6.9,312.3,2.3,0,1014.4,1024.5,86.4
862,2017-01-03 08:00,6.8,321.6,2.3,0,1014.7,1024.8,82.2
862,2017-01-03 09:00,8.2,316.6,2.4,0,1015,1025.1,79
862,2017-01-03 10:00,9.8,321.3,2.4,0,1015.5,1025.5,69.6
862,2017-01-03 11:00,10.6,319.1,3.1,0,1015.5,1025.5,69.9
862,2017-01-03 12:00,11.1,309.3,3.4,0,1014.9,1024.9,64.1
862,2017-01-03 13:00,11.2,311.4,3.3,0,1014,1024,63.5
862,2017-01-03 14:00,11.2,303.7,3.4,0,1013.6,1023.6,60.1
862,2017-01-03 15:00,11.3,309.9,2.2,0,1013.2,1023.2,57
862,2017-01-03 16:00,10.5,311.1,2.9,0,1013.2,1023.2,57
862,2017-01-03 17:00,9.2,288.4,2.2,0,1013,1023,65.3
862,2017-01-03 18:00,5.5,267.5,2,0,1013.2,1023.4,78.5
862,2017-01-03 19:00,4.4,266.1,2.2,0,1013.5,1023.7,82.3
862,2017-01-03 20:00,5.8,272.1,2.5,0,1013.5,1023.7,75.2
862,2017-01-03 21:00,6.3,267.8,2.7,0,1013.6,1023.8,75.6
862,2017-01-03 22:00,6.6,268.6,2.6,0,1013.7,1023.8,76.3
862,2017-01-03 23:00,5.3,249.9,2.3,0,1013.9,1024.1,85
862,2017-01-04 00:00,4.9,240.8,1.9,0,1013.6,1023.8,90.9
862,2017-01-04 01:00,3.6,245.3,1.8,0,1013.3,1023.5,93.4
862,2017-01-04 02:00,4,257.2,2.1,0,1013.2,1023.4,92.9
862,2017-01-04 03:00,5,265.7,2.5,0,1013.3,1023.5,90.3
862,2017-01-04 04:00,5.2,275.1,2.1,0,1013.4,1023.6,89.9
862,2017-01-04 05:00,4.1,271.5,2.1,0,1013.2,1023.4,94.2
862,2017-01-04 06:00,3.2,266.9,1.6,0,1013,1023.3,95.2
862,2017-01-04 07:00,1.6,267.3,1.5,0,1013.3,1023.6,96.9
862,2017-01-04 08:00,1.4,256.6,1.3,0,1013.6,1023.9,98.2
862,2017-01-04 09:00,6.1,270.9,1.6,0,1014.3,1024.5,97.5
862,2017-01-04 10:00,11.1,295.1,1.4,0,1014.6,1024.6,68.8
862,2017-01-04 11:00,11.7,324.4,2.6,0,1014.5,1024.4,64
862,2017-01-04 12:00,11.4,333.6,2,0,1013.8,1023.8,67
862,2017-01-04 13:00,11.2,330.5,2.7,0,1013,1023,70.9
862,2017-01-04 14:00,11.7,331.8,2.2,0,1012.4,1022.3,69.4
862,2017-01-04 15:00,11.9,322.2,2.5,0,1012.1,1022,71.4
862,2017-01-04 16:00,11.2,319.6,2.1,0,1012,1021.9,71.3
862,2017-01-04 17:00,9.5,297.9,1.7,0,1012.3,1022.3,77.8
862,2017-01-04 18:00,7.1,294.8,1.1,0,1012.8,1022.9,89.2
862,2017-01-04 19:00,5.9,0,.3,0,1012.8,1023,92
862,2017-01-04 20:00,5.2,264.1,.9,0,1013.1,1023.3,94.5
862,2017-01-04 21:00,5.6,266.7,2,0,1013.2,1023.4,95.9
862,2017-01-04 22:00,6.8,278.6,2,0,1013.1,1023.2,94.4
862,2017-01-04 23:00,6.8,275.7,1.1,0,1013.5,1023.6,92.4
862,2017-01-05 00:00,6.2,292.2,1,0,1012.9,1023,94.3
862,2017-01-05 01:00,5.5,278.9,1,0,1012.6,1022.8,96.4
862,2017-01-05 02:00,4.4,257,1.2,0,1012.5,1022.7,97.4
862,2017-01-05 03:00,3.8,232.3,.8,0,1012.8,1023,98.2
862,2017-01-05 04:00,4,0,.4,0,1012.3,1022.5,98.5
862,2017-01-05 05:00,3.9,268.1,.7,0,1012.1,1022.3,98.7
862,2017-01-05 06:00,4.1,201.3,.9,0,1012.1,1022.3,98.9
862,2017-01-05 07:00,5,208.9,1.1,0,1012.8,1023,98.9
862,2017-01-05 08:00,5.3,190.9,.6,0,1013,1023.2,98.4
862,2017-01-05 09:00,7.4,138.7,.8,0,1013.3,1023.4,98.7
862,2017-01-05 10:00,11.8,74.5,2.1,0,1013.8,1023.7,84.9
862,2017-01-05 11:00,12.4,58.6,1.6,0,1014,1023.9,83.4
862,2017-01-05 12:00,12.8,54.4,3.2,0,1013.5,1023.4,82.1
862,2017-01-05 13:00,12.7,65.5,3.6,0,1012.7,1022.6,81.9
862,2017-01-05 14:00,13,,,0,1012.3,1022.2,80.8
862,2017-01-05 15:00,12.6,75,3.8,0,1012.3,1022.2,74.9
862,2017-01-05 16:00,12.9,75.8,4.2,0,1012.6,1022.5,76
862,2017-01-05 17:00,12.6,71,3.6,0,1013.1,1023,81.1
862,2017-01-05 18:00,13.1,58.8,2.6,0,1013,1022.9,81.2
862,2017-01-05 19:00,13.5,79.2,4.4,0,1013.2,1023,75.6
862,2017-01-05 20:00,12,73.5,4.7,0,1013.6,1023.5,84.1
862,2017-01-05 21:00,11.1,88.5,3.5,3,1013.7,1023.7,93.8
862,2017-01-05 22:00,11.1,79.5,4.1,3,1013.9,1023.9,94.5
862,2017-01-05 23:00,10.8,88.8,3.7,1.5,1013.6,1023.6,93.3
862,2017-01-06 00:00,10.5,76.9,4,2.5,1013.6,1023.6,92.7
862,2017-01-06 01:00,10.5,74.2,4.9,1,1013.1,1023.1,88.9
862,2017-01-06 02:00,11.3,74.4,5.2,.5,1013.6,1023.6,78.4
862,2017-01-06 03:00,11.2,65.4,5.7,0,1013.9,1023.9,76.5
862,2017-01-06 04:00,11.1,73.1,4.5,0,1014.3,1024.3,74.1
862,2017-01-06 05:00,11.1,76.5,4.6,0,1014,1024,72.4
862,2017-01-06 06:00,11.1,72.5,4.9,0,1014.3,1024.3,68.2
862,2017-01-06 07:00,11.1,70.9,3.6,0,1015.2,1025.2,69.6
862,2017-01-06 08:00,11.1,73.9,4.2,0,1015.3,1025.3,69.6
862,2017-01-06 09:00,11.2,65.5,3.6,0,1015.8,1025.8,74
862,2017-01-06 10:00,11.5,68.1,4,0,1016.1,1026.1,77.1
862,2017-01-06 11:00,12.3,65.8,3.7,0,1015.7,1025.6,75
862,2017-01-06 12:00,12.9,66.1,4.4,0,1014.8,1024.7,72.3
862,2017-01-06 13:00,12,55.1,4.4,0,1013.9,1023.8,75.9
862,2017-01-06 14:00,11.8,67.1,4.7,0,1013.2,1023.1,75.3
862,2017-01-06 15:00,12,71.5,3.1,0,1013.1,1023,76.3
862,2017-01-06 16:00,11.8,68.9,3.4,0,1013,1022.9,76.5
862,2017-01-06 17:00,11.4,66.7,3.4,0,1012.9,1022.8,77.5
862,2017-01-06 18:00,11.1,67.9,2.8,0,1013.3,1023.3,76.7
862,2017-01-06 19:00,11.1,84.5,2.2,0,1013.5,1023.5,73.1
862,2017-01-06 20:00,11.2,84.2,1.8,0,1013.7,1023.7,70.5
862,2017-01-06 21:00,11.8,90.9,2.7,0,1013.4,1023.3,69.5
862,2017-01-06 22:00,11.8,74.3,3.2,0,1013,1022.9,73.6
862,2017-01-06 23:00,11.7,100.7,2.2,0,1013.3,1023.2,70.1
862,2017-01-07 00:00,11.1,96.3,1.6,0,1012.8,1022.8,72.9
862,2017-01-07 01:00,10,104.7,1.4,0,1012.4,1022.4,75.7
862,2017-01-07 02:00,10.7,95,1.9,0,1011.6,1021.6,73.3
862,2017-01-07 03:00,11.2,108.7,1.5,0,1011.7,1021.6,72
862,2017-01-07 04:00,10.5,101.8,1.7,0,1011.2,1021.2,74.6
862,2017-01-07 05:00,8.8,123.5,1.2,0,1011.1,1021.1,80.6
862,2017-01-07 06:00,11.1,86.3,2.1,0,1011.1,1021,83.9
862,2017-01-07 07:00,11.4,70.3,2.8,0,1011.1,1021,83.8
862,2017-01-07 08:00,11.7,84.9,2.7,0,1011.1,1021,83.2
862,2017-01-07 09:00,11.8,60.7,3.1,0,1011.1,1021,83.8
862,2017-01-07 10:00,12,59.4,3.1,0,1011.1,1021,83.7
862,2017-01-07 11:00,12,65.5,2.9,0,1011.1,1021,85.9
862,2017-01-07 12:00,11.8,61.6,3.4,0,1009.6,1019.5,88.1
862,2017-01-07 13:00,11.9,61.8,3.5,0,1008.1,1018,88.6
862,2017-01-07 14:00,11.9,64.6,3.1,0,1006.2,1016.1,92
862,2017-01-07 15:00,12,66,2.7,0,1006.5,1016.4,91.1
862,2017-01-07 16:00,11.9,54.4,3.2,0,1006.2,1016.1,92.5
862,2017-01-07 17:00,11.7,53,3.1,0,1006.1,1016,96.4
862,2017-01-07 18:00,11.7,62.5,3.8,.5,1005.5,1015.4,96.9
862,2017-01-07 19:00,11.8,89.3,2.5,2,1005.7,1015.6,97.5
862,2017-01-07 20:00,11.2,116.4,1.9,2,1005.6,1015.5,97.3
862,2017-01-07 21:00,11.1,129.4,1.3,3,1005.2,1015.1,97.4
862,2017-01-07 22:00,11.1,116.6,1.6,3,1005,1014.9,97.6
862,2017-01-07 23:00,11.7,107.1,1.1,2,1004.7,1014.6,98.2
862,2017-01-08 00:00,12.4,79,2.9,3.5,1003.8,1013.6,98.3
862,2017-01-08 01:00,12.4,65.4,3.6,2,1003,1012.8,98.4
862,2017-01-08 02:00,11.1,46,4.5,3,1003,1012.9,98.1
862,2017-01-08 03:00,10.2,43.9,4.1,2,1002.9,1012.8,97.8
862,2017-01-08 04:00,10,39.6,3.8,1,1002.6,1012.5,97.7
862,2017-01-08 05:00,9.8,35.6,2.7,2,1002.4,1012.3,97.7
862,2017-01-08 06:00,9.8,50.8,3.4,1,1002.2,1012.1,97.3
862,2017-01-08 07:00,9.8,52.7,2.7,0,1002.6,1012.5,95.7
862,2017-01-08 08:00,10.1,38,2.5,0,1003.4,1013.3,94.3
862,2017-01-08 09:00,10.5,41.7,2.5,0,1003.7,1013.6,91
862,2017-01-08 10:00,11.1,36.9,1.9,0,1004.1,1014,89.2
862,2017-01-08 11:00,11.3,36.9,1.4,0,1003.9,1013.8,88.7
862,2017-01-08 12:00,12.6,36.2,1.8,0,1003.2,1013,81.6
862,2017-01-08 13:00,11.3,352.5,1.8,0,1002.6,1012.4,83.1
862,2017-01-08 14:00,12.7,336.2,1.7,0,1001.7,1011.5,78.8
862,2017-01-08 15:00,11.5,333.9,2.2,0,1001.8,1011.6,80.3
862,2017-01-08 16:00,11.2,333.4,2,0,1001.8,1011.6,82.7
862,2017-01-08 17:00,11.1,319.6,2.1,0,1002.1,1012,79.8
862,2017-01-08 18:00,10.5,319.8,2.5,0,1002.6,1012.5,78
862,2017-01-08 19:00,10,312.3,3.6,0,1002.8,1012.7,77.9
862,2017-01-08 20:00,9.3,309.3,3.4,0,1002.9,1012.8,77
862,2017-01-08 21:00,9.2,310,3.8,0,1003.4,1013.3,76.1
862,2017-01-08 22:00,9.5,312.9,3.8,0,1003.4,1013.3,80.7
862,2017-01-08 23:00,9.5,309.2,3.1,0,1004.2,1014.1,82
862,2017-01-09 00:00,9.2,323.4,2.6,0,1004.4,1014.3,81.5
862,2017-01-09 01:00,9.2,320.5,2.7,0,1004.4,1014.3,80.7
862,2017-01-09 02:00,9.2,333.6,3.2,0,1004.6,1014.5,80.1
862,2017-01-09 03:00,9.2,328.3,3,0,1004.8,1014.7,80.7
862,2017-01-09 04:00,9.2,330.7,4.4,0,1004.7,1014.6,79.4
862,2017-01-09 05:00,8.6,322.4,5.4,0,1005.1,1015.1,77.7
862,2017-01-09 06:00,8,311.1,5.6,0,1005.4,1015.4,74
862,2017-01-09 07:00,7.7,321.1,5.9,0,1005.7,1015.7,71.8
862,2017-01-09 08:00,7.6,316.1,4.9,0,1006.8,1016.8,73.7
862,2017-01-09 09:00,7.5,316.5,5.5,0,1007.7,1017.7,70.9
862,2017-01-09 10:00,7.5,314.3,5.3,0,1008.1,1018.1,70
862,2017-01-09 11:00,7.7,316.8,5,0,1008.5,1018.5,71.3
862,2017-01-09 12:00,8,328.4,4,0,1008.1,1018.1,69.2
862,2017-01-09 13:00,8.7,331.3,4.2,0,1007.4,1017.4,62.6
862,2017-01-09 14:00,8.6,317.1,4.5,0,1007.2,1017.2,64.4
862,2017-01-09 15:00,8.6,308.2,4.9,0,1007.1,1017.1,65.4
862,2017-01-09 16:00,8.3,315.3,3.6,0,1007.4,1017.4,67.5
862,2017-01-09 17:00,7.4,314.8,3.5,0,1008.1,1018.1,69.7
862,2017-01-09 18:00,6.8,312.7,3.8,0,1008.8,1018.9,69.1
862,2017-01-09 19:00,6.6,319.4,3.2,0,1009.6,1019.7,67.8
862,2017-01-09 20:00,6.2,311.3,3.1,0,1009.9,1020,68.9
862,2017-01-09 21:00,6.2,315.3,3.8,0,1009.7,1019.8,68.3
862,2017-01-09 22:00,6.2,320.3,4.9,0,1009.4,1019.5,72.1
862,2017-01-09 23:00,6.2,313.6,3.4,0,1010.1,1020.2,73
862,2017-01-10 00:00,6.2,307.6,4,0,1010.1,1020.2,72.2
862,2017-01-10 01:00,5.5,306.1,3.6,0,1010.1,1020.3,70
862,2017-01-10 02:00,5.6,319.2,3.9,0,1010.2,1020.4,70
862,2017-01-10 03:00,5.5,318.3,4.3,0,1010.5,1020.7,69.4
862,2017-01-10 04:00,5.3,303.2,4,0,1010.5,1020.7,69
862,2017-01-10 05:00,5.2,312.1,4.7,0,1010.6,1020.8,66.1
862,2017-01-10 06:00,5.2,305.4,4.3,0,1011.2,1021.4,64.7
862,2017-01-10 07:00,5.2,321.7,3.6,0,1011.6,1021.8,66.8
862,2017-01-10 08:00,5.5,316.2,4.3,0,1011.9,1022.1,66.4
862,2017-01-10 09:00,5.7,311.9,4.9,0,1012.6,1022.8,64.4
862,2017-01-10 10:00,6.2,309.4,4.9,0,1013,1023.2,64.3
862,2017-01-10 11:00,6.8,313.3,5,0,1013.1,1023.2,61
862,2017-01-10 12:00,7,308.2,5.3,0,1012.7,1022.8,60.4
862,2017-01-10 13:00,7.3,315.5,4.6,0,1012.2,1022.3,58
862,2017-01-10 14:00,6.6,321.4,4,0,1011.6,1021.7,60.6
862,2017-01-10 15:00,6.7,320.1,4,0,1011.5,1021.6,63
862,2017-01-10 16:00,6.8,330.8,3.4,0,1012,1022.1,60.9
862,2017-01-10 17:00,5.9,322.2,3.9,0,1012.8,1023,61.3
862,2017-01-10 18:00,5.6,330.6,4.4,0,1013.2,1023.4,61.5
862,2017-01-10 19:00,6.2,329.4,3.8,0,1013.7,1023.9,61.2
862,2017-01-10 20:00,6.2,318.2,3.9,0,1013.7,1023.9,64.5
862,2017-01-10 21:00,6.2,334.6,4.4,0,1013.9,1024.1,62.8
862,2017-01-10 22:00,5.5,338.9,3.7,0,1014.7,1024.9,67.1
862,2017-01-10 23:00,5.3,333.9,3.4,0,1014.5,1024.7,69.9
862,2017-01-11 00:00,4.9,321.8,3,0,1014.9,1025.1,64
862,2017-01-11 01:00,4.2,316.5,3.2,0,1015,1025.2,65.3
862,2017-01-11 02:00,4.1,327.5,3.5,0,1015.1,1025.3,62.5
862,2017-01-11 03:00,3.8,328.1,4.1,0,1015.1,1025.4,64.5
862,2017-01-11 04:00,3.7,313.5,3.9,0,1015.2,1025.5,63.2
862,2017-01-11 05:00,3.4,319.3,3.5,0,1015.2,1025.5,63.9
862,2017-01-11 06:00,3.4,320.3,4,0,1015.6,1025.9,64.7
862,2017-01-11 07:00,3.4,321.8,3.9,0,1016.5,1026.8,69.3
862,2017-01-11 08:00,3.1,327.3,4,0,1016.4,1026.7,64.5
862,2017-01-11 09:00,3.1,339.5,3.1,0,1016.7,1027,72.9
862,2017-01-11 10:00,3.2,337.2,3.4,0,1016.9,1027.2,68.7
862,2017-01-11 11:00,3.7,337.8,4.2,0,1016.4,1026.7,67.6
862,2017-01-11 12:00,3.7,323.1,3.6,0,1015.9,1026.2,65.7
862,2017-01-11 13:00,5,322.9,4,0,1015.1,1025.3,55.2
862,2017-01-11 14:00,4.5,317.1,4.2,0,1014.6,1024.8,60.2
862,2017-01-11 15:00,4.6,315.7,3.7,0,1014.3,1024.5,61
862,2017-01-11 16:00,4.5,312.1,4,0,1014.3,1024.5,61
862,2017-01-11 17:00,3.7,324.5,3.2,0,1014.1,1024.3,61.9
862,2017-01-11 18:00,3.7,319.9,3.3,0,1014.2,1024.4,63.6
862,2017-01-11 19:00,3.8,311.9,3.4,0,1014.7,1024.9,63.5
862,2017-01-11 20:00,3.9,323.1,3.2,0,1014,1024.2,65.2
862,2017-01-11 21:00,4.1,321.3,3.1,0,1014.2,1024.4,63.4
862,2017-01-11 22:00,4.5,318.1,2.8,0,1014,1024.2,62.1
862,2017-01-11 23:00,4.7,309.1,2.3,0,1013.5,1023.7,62.9
862,2017-01-12 00:00,5.2,318.4,2.4,0,1013.6,1023.8,62.6
862,2017-01-12 01:00,5.4,319.4,2,0,1013.1,1023.3,68.2
862,2017-01-12 02:00,5.2,322.6,2.1,0,1013.4,1023.6,70
862,2017-01-12 03:00,5,332.4,2,0,1012.9,1023.1,70.9
862,2017-01-12 04:00,3.8,311.2,1.8,0,1012.5,1022.7,60.1
862,2017-01-12 05:00,3.8,319.5,1.5,0,1011.9,1022.1,61.3
862,2017-01-12 06:00,4.8,310.7,2.3,0,1011.4,1021.6,63.1
862,2017-01-12 07:00,4.2,318.4,2.1,0,1011.6,1021.8,60.8
862,2017-01-12 08:00,4.7,301.1,1.6,0,1011.5,1021.7,59.3
862,2017-01-12 09:00,5.3,274,2,0,1011.7,1021.9,63
862,2017-01-12 10:00,6.6,277.5,1.9,0,1011.9,1022,61.1
862,2017-01-12 11:00,8,287.4,2.9,0,1011.1,1021.1,55.3
862,2017-01-12 12:00,9.5,279.2,3.8,0,1009.9,1019.9,47.5
862,2017-01-12 13:00,10.1,294.9,3.8,0,1008.3,1018.3,47.3
862,2017-01-12 14:00,10.5,297.4,4,0,1007.4,1017.3,51.5
862,2017-01-12 15:00,8.2,292.3,3.7,0,1006.8,1016.8,59.3
862,2017-01-12 16:00,7.1,299.4,3.2,0,1006.6,1016.6,81.7
862,2017-01-12 17:00,7.9,311.6,3.7,0,1006.4,1016.4,75.7
862,2017-01-12 18:00,7.2,312.3,3.9,0,1006.6,1016.6,83.7
862,2017-01-12 19:00,7.8,317.4,3.6,0,1006.3,1016.3,72.2
862,2017-01-12 20:00,8,322.4,3.6,0,1006.6,1016.6,73.3
862,2017-01-12 21:00,8,314.7,3.6,0,1006.6,1016.6,68.8
862,2017-01-12 22:00,7.6,316.8,3.7,0,1006.6,1016.6,65.4
862,2017-01-12 23:00,6.8,324.8,3.6,0,1006.7,1016.8,65.1
862,2017-01-13 00:00,6.2,330.6,3,0,1007.1,1017.2,70.3
862,2017-01-13 01:00,5.5,320.9,2.6,0,1007.3,1017.4,65.7
862,2017-01-13 02:00,5.3,331.5,2.7,0,1007.3,1017.4,64.6
862,2017-01-13 03:00,5.5,328.9,3.1,0,1007.3,1017.4,66.6
862,2017-01-13 04:00,5,318.3,3.2,0,1007,1017.1,62.7
862,2017-01-13 05:00,4.9,325.6,2.4,0,1007,1017.2,63.6
862,2017-01-13 06:00,5.1,332.8,2.6,0,1006.9,1017,63.2
862,2017-01-13 07:00,5.2,330.4,2.7,0,1007.2,1017.3,69
862,2017-01-13 08:00,4.7,349.5,1.9,0,1007.2,1017.3,71.3
862,2017-01-13 09:00,5.6,301.7,1.3,0,1007.4,1017.5,68.4
862,2017-01-13 10:00,7.7,255,1.8,0,1007.4,1017.4,61.7
862,2017-01-13 11:00,9.5,296.2,3.8,0,1007.1,1017,50.5
862,2017-01-13 12:00,8.2,297.4,3.3,0,1006.3,1016.3,54.9
862,2017-01-13 13:00,10.3,299.6,4.6,0,1005.4,1015.3,52.7
862,2017-01-13 14:00,8.6,310,4.4,0,1004.8,1014.8,60.4
862,2017-01-13 15:00,9.8,313.9,5.6,0,1004.7,1014.6,49.1
862,2017-01-13 16:00,8.3,311.3,5.1,0,1004.8,1014.8,51.1
862,2017-01-13 17:00,7.7,305.9,5.5,0,1005.1,1015.1,50.6
862,2017-01-13 18:00,6.7,318.5,5.6,0,1005.7,1015.8,56.3
862,2017-01-13 19:00,5.1,330.7,6,0,1006.4,1016.5,70.8
862,2017-01-13 20:00,4.9,327.1,5,0,1007.1,1017.3,59.1
862,2017-01-13 21:00,3.7,320.1,5.1,0,1008.2,1018.4,58.4
862,2017-01-13 22:00,3.3,336.6,4.6,0,1009.2,1019.4,59.4
862,2017-01-13 23:00,2.5,335.4,3.8,0,1010.2,1020.5,61.1
862,2017-01-14 00:00,2.2,320.2,5.1,0,1010.3,1020.6,53.5
862,2017-01-14 01:00,2.6,331.4,4.4,0,1010.1,1020.4,60
862,2017-01-14 02:00,3.1,331.9,3.5,0,1010.5,1020.7,60.3
862,2017-01-14 03:00,3.4,327.7,4.4,0,1011,1021.2,58.9
862,2017-01-14 04:00,3.4,326,4.5,0,1011,1021.2,62.3
862,2017-01-14 05:00,3.3,331.2,4.2,0,1010.9,1021.1,63.8
862,2017-01-14 06:00,3.2,324.4,4.9,0,1011.1,1021.3,62.3
862,2017-01-14 07:00,3.1,326.7,4.7,0,1011.6,1021.8,66
862,2017-01-14 08:00,3.1,330.6,5.1,0,1012.4,1022.7,66.1
862,2017-01-14 09:00,2.9,331.3,4.4,0,1013.3,1023.6,60.9
862,2017-01-14 10:00,2.9,329.7,4.4,0,1013.9,1024.2,62.8
862,2017-01-14 11:00,3.1,332,3.6,0,1014.1,1024.4,60.9
862,2017-01-14 12:00,3.1,337,4.9,0,1013.4,1023.7,65.1
862,2017-01-14 13:00,3.7,323,5.2,0,1012.6,1022.8,61.2
862,2017-01-14 14:00,3.4,334.6,4.3,0,1012.1,1022.3,65.6
862,2017-01-14 15:00,3.7,325.2,4.5,0,1012.3,1022.5,64
862,2017-01-14 16:00,2.8,333.5,4.6,0,1012.9,1023.2,64.1
862,2017-01-14 17:00,2.2,332.8,5,0,1013.8,1024.1,65.5
862,2017-01-14 18:00,1.3,328.3,5.5,0,1014.2,1024.6,66
862,2017-01-14 19:00,.6,328,5.4,0,1014.4,1024.8,65.2
862,2017-01-14 20:00,.2,323.9,4.9,0,1014.7,1025.1,65.6
862,2017-01-14 21:00,.7,326.9,5.4,0,1015.3,1025.7,63
862,2017-01-14 22:00,.6,330.3,4.7,0,1015.2,1025.6,65.9
862,2017-01-14 23:00,1.3,332.2,4.8,0,1014.9,1025.3,64.5
862,2017-01-15 00:00,1.3,328.6,4.7,0,1015.1,1025.5,66.4
862,2017-01-15 01:00,1.3,330.9,4.3,0,1015.6,1026,64.8
862,2017-01-15 02:00,.6,333.1,4.9,0,1016.4,1026.8,64
862,2017-01-15 03:00,.6,333.2,4.6,0,1017.1,1027.5,69.2
862,2017-01-15 04:00,-.4,342,4.8,0,1017.6,1028.1,65.3
862,2017-01-15 05:00,-.3,337.7,4.1,0,1017.4,1027.8,69.8
862,2017-01-15 06:00,-.3,333.6,3.8,0,1017.7,1028.1,71.1
862,2017-01-15 07:00,-.3,341.1,4,0,1017.8,1028.3,70.8
862,2017-01-15 08:00,-.5,340.4,3.5,0,1017.8,1028.3,71.5
862,2017-01-15 09:00,.2,337.2,4.4,0,1018,1028.4,67.8
862,2017-01-15 10:00,1.5,332.1,3.6,0,1018.1,1028.5,69.4
862,2017-01-15 11:00,2.6,337.6,4.2,0,1017.8,1028.1,65.9
862,2017-01-15 12:00,3.4,340.1,4,0,1017.1,1027.4,60.1
862,2017-01-15 13:00,4.6,322.1,4.3,0,1015.6,1025.8,55.5
862,2017-01-15 14:00,5,328,4.7,0,1015.1,1025.3,58.3
862,2017-01-15 15:00,4.2,336.7,4.1,0,1015.2,1025.4,53.1
