년원일,호기,총량,평균,최대,최소,최대(시간별),최소(시간별),00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015.01.01,2,159.32,6.638,7.946000000000001,1.922,7.946000000000001,1.922,7.466,7.522,6.976,7.472,7.188,5.303999999999999,5.074,6.728,7.5,7.332000000000001,7.568,7.3660000000000005,5.726,7.0,7.88,7.93,7.946000000000001,7.898,7.917999999999999,7.71,6.9639999999999995,6.358,4.958,3.08
2015.01.02,2,127.32,5.305,7.794,2.594,7.794,2.594,1.922,3.364,3.39,3.688,4.606,3.532,3.0860000000000003,3.878,3.89,4.496,5.71,5.5360000000000005,6.43,6.5760000000000005,6.706,7.644,7.768,7.716,7.794,7.63,7.1,6.362,4.978,2.846
2015.01.03,2,33.548,1.3980000000000001,4.06,0.0,4.06,0.06,2.594,2.0,0.73,0.38,1.74,2.28,2.718,4.06,3.738,3.37,1.27,2.096,2.096,1.4240000000000002,0.606,0.384,0.212,0.06,0.07400000000000001,0.0,0.256,0.0,0.068,1.524
2015.01.04,2,27.848000000000003,1.16,3.8160000000000003,0.0,3.8160000000000003,0.12,2.4619999999999997,1.9580000000000002,0.146,0.0,0.29600000000000004,0.15,0.12,0.28600000000000003,0.486,0.322,0.69,0.872,0.716,0.862,0.762,0.618,0.816,1.692,1.946,2.596,3.8160000000000003,3.324,2.638,1.61
2015.01.05,2,40.306,1.679,6.782,0.0,6.782,0.054000000000000006,1.126,0.9420000000000001,0.688,0.13,0.054000000000000006,0.0,0.0,0.09,0.106,0.184,0.426,0.992,1.95,2.492,4.206,2.862,2.736,1.092,0.322,1.216,0.474,2.588,3.782,6.192
2015.01.06,2,152.43,6.351,7.994,1.9080000000000001,7.994,1.9080000000000001,6.782,4.322,2.366,5.667999999999999,7.716,7.942,7.87,5.62,1.9080000000000001,7.287999999999999,3.2739999999999996,1.9980000000000002,4.016,7.976,7.978,6.5120000000000005,6.574,7.994,7.982,7.976,7.956,7.974,7.734,7.938
2015.01.07,2,164.21,6.8420000000000005,7.994,0.79,7.994,0.79,7.848,7.9879999999999995,7.954,7.776,7.46,5.774,6.5120000000000005,5.6339999999999995,6.4,7.152,6.94,6.85,7.688,7.218,7.234,7.296,7.872000000000001,7.89,7.94,7.994,7.0120000000000005,0.79,4.114,7.22
2015.01.08,2,153.378,6.391,7.768,3.924,7.768,3.924,7.502000000000001,7.396,7.482,7.388,6.026,5.337999999999999,5.654,5.132000000000001,4.6,4.754,7.144,7.376,7.456,7.598,7.492000000000001,7.724,7.768,7.474,7.278,7.42,6.776,5.0680000000000005,3.924,4.284
2015.01.09,2,114.20200000000001,4.758,6.513999999999999,2.226,6.513999999999999,2.226,4.8260000000000005,5.67,4.64,5.146,4.763999999999999,5.994,6.064,4.73,3.338,2.418,2.226,3.3280000000000003,4.298,5.984,5.604,6.486000000000001,6.282,6.513999999999999,6.206,5.864,4.994,3.784,3.688,2.7939999999999996
2015.01.10,2,75.03,3.1260000000000003,4.942,1.518,4.942,1.518,3.386,2.91,2.83,3.072,4.018,3.466,4.376,4.763999999999999,3.5980000000000003,1.91,2.082,3.02,3.4739999999999998,3.4939999999999998,4.538,3.798,4.942,3.79,1.79,1.996,2.1319999999999997,3.372,1.518,2.256
2015.01.11,2,99.322,4.138,7.438,0.636,7.438,0.636,1.8840000000000001,0.718,1.5819999999999999,0.848,1.306,1.3359999999999999,1.496,1.526,0.662,0.636,1.6440000000000001,3.3160000000000003,5.83,5.942,7.144,7.406000000000001,7.438,7.292000000000001,6.064,5.827999999999999,5.9879999999999995,6.44,6.872000000000001,6.196000000000001
2015.01.12,2,71.492,2.9789999999999996,5.372000000000001,0.0,5.372000000000001,0.046,5.812,5.33,4.12,3.27,3.714,4.164,4.95,5.372000000000001,5.024,3.076,4.0280000000000005,4.262,5.004,3.9,3.3280000000000003,2.4859999999999998,2.56,2.336,2.266,1.054,0.648,0.332,0.222,0.046
2015.01.13,2,15.244000000000002,0.635,1.444,0.0,1.444,0.036000000000000004,0.0,0.0,0.036000000000000004,0.41200000000000003,0.418,0.124,0.268,0.2,0.0,0.12,0.13,1.024,1.4,1.444,1.124,0.9420000000000001,0.872,0.872,0.742,0.7140000000000001,0.752,1.064,0.818,0.758
2015.01.14,2,49.391999999999996,2.0580000000000003,5.612,0.508,5.612,0.508,1.01,0.664,0.64,0.508,0.67,0.762,0.544,0.736,0.518,0.594,0.5660000000000001,1.024,1.902,2.324,2.44,2.8139999999999996,3.1260000000000003,3.3,3.2060000000000004,3.406,2.992,2.7880000000000003,3.522,5.612
2015.01.15,2,111.61399999999999,4.651,7.626,1.716,7.626,1.716,4.734,3.31,4.098,3.9960000000000004,3.31,2.696,3.662,6.52,6.742000000000001,5.228,5.688,7.626,7.102,5.688,3.3339999999999996,2.5980000000000003,3.3680000000000003,3.0639999999999996,1.716,3.08,4.172,6.537999999999999,6.8,5.822
2015.01.16,2,75.808,3.159,5.224,0.82,5.224,0.82,5.456,5.088,5.224,3.858,4.662,5.188,5.142,4.706,4.154,3.742,3.8960000000000004,2.648,2.074,0.878,0.82,1.784,1.916,2.024,2.25,1.064,0.8959999999999999,1.8840000000000001,3.1660000000000004,3.5980000000000003
2015.01.17,2,161.784,6.7410000000000005,7.74,4.756,7.74,4.756,5.146,5.51,6.346,4.756,6.558,6.747999999999999,7.244,7.07,7.587999999999999,7.046,6.976,7.257999999999999,6.892,7.74,6.972,7.268,7.352,6.812,5.7620000000000005,5.207999999999999,5.494,7.702000000000001,7.082000000000001,7.398
2015.01.18,2,73.2,3.05,7.81,0.09,7.81,0.09,7.002000000000001,7.81,5.6,2.184,3.3539999999999996,3.804,4.772,6.062,5.894,5.0360000000000005,2.83,1.466,0.496,1.128,0.636,1.102,0.542,0.09,1.5319999999999998,1.8719999999999999,0.124,0.384,1.83,7.077999999999999
2015.01.19,2,159.21200000000002,6.6339999999999995,7.972,3.16,7.972,3.16,7.574,7.966,7.972,7.722,7.4239999999999995,7.29,7.462000000000001,6.156000000000001,5.4239999999999995,4.2219999999999995,5.377999999999999,6.074,7.207999999999999,6.867999999999999,6.85,7.43,7.16,7.5,7.4079999999999995,7.814,7.688,7.42,5.97,3.16
2015.01.20,2,36.23,1.51,5.568,0.0,5.568,0.024,3.6460000000000004,4.194,5.034,5.568,5.386,4.98,1.8359999999999999,1.66,3.18,2.06,1.236,0.7240000000000001,0.348,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.01.21,2,15.072000000000001,0.628,3.4539999999999997,0.0,3.4539999999999997,0.008,0.0,0.0,0.132,0.584,0.496,0.774,0.306,0.008,0.0,0.0,0.0,0.024,0.306,0.22,0.848,0.336,0.11199999999999999,0.87,3.4539999999999997,2.04,0.8420000000000001,0.7120000000000001,0.9179999999999999,1.088
2015.01.22,2,118.368,4.9319999999999995,7.34,0.738,7.34,0.738,1.002,0.738,0.93,1.1540000000000001,2.87,2.226,4.248,5.702000000000001,5.412000000000001,5.484,5.574,5.843999999999999,6.314,7.34,7.21,6.52,6.444,5.726,5.394,5.864,6.204,5.59,5.474,5.442
2015.01.23,2,27.384,1.141,4.046,0.004,4.046,0.004,4.664,4.046,2.286,1.7,1.3259999999999998,0.922,0.7020000000000001,0.626,1.376,0.376,1.18,0.754,0.586,0.648,0.7140000000000001,0.24600000000000002,0.004,0.44,0.9359999999999999,1.6640000000000001,1.854,1.224,1.3880000000000001,1.248
2015.01.24,2,5.68,0.237,1.444,0.0,1.444,0.004,1.138,1.444,1.3,1.19,0.25,0.45399999999999996,0.364,0.47,0.044000000000000004,0.0,0.0,0.0,0.0,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.01.25,2,33.07,1.3780000000000001,4.07,0.022000000000000002,4.07,0.022000000000000002,0.15,0.024,0.022000000000000002,0.10400000000000001,0.262,0.552,0.64,0.948,2.274,2.292,0.924,1.774,2.866,4.07,1.6840000000000002,0.76,0.992,0.7759999999999999,1.0759999999999998,1.694,2.44,2.786,1.494,1.5319999999999998
2015.01.26,2,92.148,3.84,7.392,0.002,7.392,0.002,1.084,0.002,0.024,0.308,1.966,3.108,2.968,1.8780000000000001,3.4139999999999997,2.092,1.564,1.632,2.6039999999999996,2.884,3.972,6.513999999999999,5.55,5.61,6.444,6.574,7.042000000000001,6.046,7.367999999999999,7.392
2015.01.27,2,184.044,7.669,8.0,6.794,8.0,6.794,5.192,7.252000000000001,7.704,7.747999999999999,7.2379999999999995,7.53,7.55,7.564,7.53,6.794,6.876,7.44,7.922000000000001,7.864,7.67,7.914,7.99,7.99,7.55,7.996,7.99,7.956,7.978,7.997999999999999
2015.01.28,2,112.07799999999999,4.67,7.97,0.04,7.97,0.04,8.0,7.97,7.95,7.646,7.816,7.718,7.14,6.402,4.8260000000000005,6.7,7.364,6.62,7.593999999999999,6.522,5.952000000000001,4.046,2.884,1.824,1.58,1.704,0.9540000000000001,0.32,0.384,0.122
2015.01.29,2,39.812,1.659,5.968,0.0,5.968,0.11800000000000001,0.04,0.0,0.18,0.324,0.11800000000000001,0.41200000000000003,0.904,1.294,0.638,0.45399999999999996,0.0,0.0,0.0,0.0,0.0,0.534,1.936,4.712,5.25,3.906,3.202,2.282,2.878,4.82
2015.01.30,2,170.56,7.107,8.004,5.96,8.004,5.96,5.968,6.926,7.5760000000000005,6.442,7.182,7.997999999999999,7.978,8.004,8.004,7.728,7.256,6.303999999999999,6.757999999999999,6.63,7.297999999999999,7.327999999999999,6.997999999999999,7.122000000000001,6.997999999999999,7.356,6.402,6.904,6.9,6.507999999999999
2015.01.31,2,151.386,6.308,7.814,4.26,7.814,4.26,5.96,5.002,5.434,5.26,6.018,6.8839999999999995,6.757999999999999,5.276,5.836,6.314,6.604,5.728,5.644,6.6,7.148,7.55,7.814,7.78,7.72,7.322,7.602,6.072,5.656000000000001,5.104
2015.02.01,2,78.752,3.281,4.906000000000001,1.7719999999999998,4.906000000000001,1.7719999999999998,4.26,1.952,2.204,1.7719999999999998,3.386,3.492,3.8560000000000003,4.494,3.424,2.6460000000000004,2.2119999999999997,3.258,2.8560000000000003,2.22,2.964,3.802,4.0280000000000005,3.366,3.55,4.184,4.408,3.582,2.574,3.616
2015.02.02,2,82.45,3.435,5.23,1.3880000000000001,5.23,1.3880000000000001,4.906000000000001,5.1979999999999995,5.046,4.458,4.334,4.512,5.23,2.946,1.972,3.016,3.51,2.736,2.372,2.13,2.044,1.3880000000000001,2.2680000000000002,3.82,4.288,4.5280000000000005,3.486,3.718,3.216,3.12
2015.02.03,2,82.86,3.4530000000000003,5.898,0.146,5.898,0.146,3.114,3.41,3.3160000000000003,3.1060000000000003,3.116,3.056,2.372,2.4,2.592,3.2880000000000003,2.244,1.1340000000000001,0.146,0.184,0.518,3.31,4.962,5.056,5.122000000000001,4.7,5.374,5.872000000000001,5.8660000000000005,5.898
2015.02.04,2,91.414,3.8089999999999997,5.792000000000001,1.584,5.792000000000001,1.584,5.818,5.792000000000001,5.68,5.4,5.486000000000001,3.2,2.544,1.584,2.448,2.1719999999999997,2.39,2.076,2.458,2.484,3.9339999999999997,4.36,4.338,4.848,4.276,4.128,4.562,4.962,4.8580000000000005,4.496
2015.02.05,2,90.694,3.779,5.88,1.8,5.88,1.8,2.938,2.154,2.6060000000000003,1.912,2.084,2.764,3.7119999999999997,4.05,1.8,4.018,2.116,2.96,4.268,5.556,5.8660000000000005,5.88,5.824,4.99,5.3420000000000005,5.207999999999999,4.646,4.468,3.71,2.452
2015.02.06,2,60.0,2.5,5.572,1.276,5.572,1.276,2.3080000000000003,3.1919999999999997,3.18,4.3660000000000005,5.572,4.872,2.802,1.462,1.368,1.358,1.3019999999999998,1.62,2.61,2.388,2.734,2.476,2.43,2.62,3.29,2.416,2.198,1.558,1.276,1.422
2015.02.07,2,30.041999999999998,1.252,3.792,0.414,3.792,0.414,1.4880000000000002,1.006,1.124,0.584,0.8079999999999999,0.578,0.956,0.762,0.49200000000000005,0.66,1.128,1.176,0.84,1.0,2.3040000000000003,3.792,2.888,2.892,1.58,0.45,0.414,1.236,0.736,1.3659999999999999
2015.02.08,2,125.96,5.247999999999999,5.952000000000001,1.136,5.952000000000001,1.136,1.27,1.136,2.4459999999999997,3.674,4.348,5.797999999999999,5.952000000000001,5.756,5.6339999999999995,5.86,5.836,5.91,5.95,5.926,5.836,5.746,5.566,5.824,5.8420000000000005,5.6,5.442,5.494,5.506,5.542000000000001
2015.02.09,2,103.912,4.33,5.196000000000001,2.5580000000000003,5.196000000000001,2.5580000000000003,5.336,5.03,4.672,4.736000000000001,4.058,4.064,4.078,3.904,4.644,4.474,4.428,4.736000000000001,5.178,4.2219999999999995,4.244,3.9539999999999997,4.69,5.096,4.328,3.522,4.232,5.196000000000001,4.498,3.37
2015.02.10,2,46.994,1.9580000000000002,3.63,0.8420000000000001,3.63,0.8420000000000001,2.5580000000000003,1.062,2.14,2.166,2.636,1.59,1.406,1.3159999999999998,1.744,1.76,0.8420000000000001,1.808,1.216,2.476,2.734,3.2880000000000003,1.9,1.814,0.97,2.524,2.6319999999999997,3.63,2.07,1.42
2015.02.11,2,15.748,0.6559999999999999,1.778,0.034,1.778,0.034,1.85,1.77,1.778,1.254,0.45799999999999996,1.01,0.34600000000000003,0.488,0.772,0.158,0.56,0.174,0.114,0.086,0.42,0.034,0.07200000000000001,1.264,1.166,0.5539999999999999,0.764,0.53,0.214,0.23199999999999998
2015.02.12,2,116.03,4.835,7.59,0.136,7.59,0.136,1.53,0.698,0.136,0.9520000000000001,2.036,2.088,3.534,3.3960000000000004,5.843999999999999,5.986000000000001,6.072,7.59,7.24,6.5920000000000005,6.337999999999999,6.867999999999999,7.3,6.66,6.5520000000000005,5.54,5.052,4.854,5.362,5.26
2015.02.13,2,85.45200000000001,3.5610000000000004,5.484,1.47,5.484,1.47,4.08,3.4339999999999997,4.016,4.362,3.342,3.188,3.426,2.822,3.688,3.8280000000000003,4.33,4.228,4.088,3.5260000000000002,3.242,4.43,5.484,5.24,4.42,2.25,1.89,1.47,2.656,3.7760000000000002
2015.02.14,2,31.811999999999998,1.3259999999999998,3.0060000000000002,0.0,3.0060000000000002,0.034,2.316,2.474,2.19,2.378,2.9960000000000004,3.0060000000000002,2.762,2.386,1.102,0.244,0.0,0.0,0.036000000000000004,0.07400000000000001,0.266,1.188,1.62,0.034,0.054000000000000006,0.218,0.7340000000000001,2.95,2.5,1.598
2015.02.15,2,64.516,2.688,6.66,0.8540000000000001,6.66,0.8540000000000001,1.002,1.8319999999999999,2.346,3.05,3.786,2.7,2.504,1.966,2.49,2.024,1.64,1.464,0.9,1.7719999999999998,1.072,0.8540000000000001,1.088,1.16,1.548,2.594,4.388,4.938,6.66,6.52
2015.02.16,2,75.72399999999999,3.155,6.042000000000001,0.106,6.042000000000001,0.106,5.22,4.592,3.7060000000000004,2.562,1.8119999999999998,0.106,0.508,1.79,1.368,0.79,2.406,2.39,4.532,3.55,1.714,3.806,2.762,1.636,4.39,4.402,4.0360000000000005,5.718,6.042000000000001,6.024
2015.02.17,2,158.372,6.599,7.706,3.8160000000000003,7.706,3.8160000000000003,5.082,6.142,3.8160000000000003,4.796,5.572,7.114,7.644,7.2860000000000005,6.13,5.7379999999999995,6.528,6.276,6.23,6.652,6.792000000000001,7.348,7.5,7.706,7.018,7.242000000000001,7.218,7.212000000000001,7.526,6.577999999999999
2015.02.18,2,156.262,6.511,7.974,4.888,7.974,4.888,6.308,7.037999999999999,6.774,5.696000000000001,5.12,6.132000000000001,6.022,5.136,6.152,6.164,5.456,5.997999999999999,4.888,5.664,6.572,6.12,7.082000000000001,7.7620000000000005,7.854,7.9479999999999995,7.974,7.904,7.084,7.282
2015.02.19,2,69.22399999999999,2.884,6.934,0.0,6.934,0.018000000000000002,6.44,5.012,6.246,6.5520000000000005,6.934,5.954,5.5,4.93,4.434,3.0380000000000003,3.8280000000000003,3.362,2.924,1.882,1.3719999999999999,2.5660000000000003,1.778,1.504,0.9179999999999999,0.27399999999999997,0.174,0.024,0.018000000000000002,0.0
2015.02.20,2,23.048000000000002,0.96,2.6,0.0,2.6,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.972,1.212,1.308,1.43,1.8519999999999999,1.758,1.5519999999999998,1.5319999999999998,1.3940000000000001,1.5759999999999998,1.526,1.996,2.206
2015.02.21,2,72.02,3.0010000000000003,6.38,0.0,6.38,0.062,2.6,2.182,1.972,2.302,2.008,2.092,3.154,2.234,3.4160000000000004,4.6739999999999995,4.56,4.168,4.8260000000000005,5.224,5.862,6.374,6.38,3.594,3.128,0.92,0.0,0.062,0.992,0.882
2015.02.22,2,129.308,5.388,7.894,0.508,7.894,0.508,1.014,0.508,0.826,1.9180000000000001,3.7,6.86,5.318,5.706,5.186,6.606,6.5520000000000005,5.667999999999999,6.246,3.002,7.352,7.894,7.38,6.74,6.278,4.9639999999999995,7.614,7.254,6.042000000000001,5.364
2015.02.23,2,97.43,4.06,7.624,2.34,7.624,2.34,4.33,2.758,2.958,3.7,6.827999999999999,6.167999999999999,3.344,5.204,6.306,6.152,7.624,4.024,3.548,2.8560000000000003,2.594,2.7260000000000004,2.434,2.65,2.34,2.6919999999999997,3.3080000000000003,2.93,3.8539999999999996,5.438
2015.02.24,2,113.39,4.725,7.32,2.112,7.32,2.112,4.994,6.704,6.242000000000001,5.337999999999999,4.038,5.294,7.12,7.32,5.456,2.472,2.112,2.234,2.252,2.9819999999999998,6.672000000000001,5.4079999999999995,4.81,3.7,3.488,3.718,6.077999999999999,6.016,6.502000000000001,5.228
2015.02.25,2,7.068,0.295,2.086,0.0,2.086,0.004,2.206,0.9,0.08,0.73,0.956,2.086,0.958,0.134,0.20199999999999999,0.076,0.0,0.0,0.0,0.0,0.016,0.11199999999999999,0.22,0.204,0.0,0.0,0.0,0.0,0.004,0.0
2015.02.26,2,110.85600000000001,4.619,7.994,0.71,7.994,0.71,0.39,0.772,0.8759999999999999,0.71,0.7859999999999999,1.03,1.314,0.892,1.574,1.824,2.97,3.4139999999999997,5.136,6.642,7.33,7.528,7.434,7.356,7.6739999999999995,7.364,7.984,7.994,7.9079999999999995,6.934
2015.02.27,2,124.012,5.167000000000001,7.926,0.5479999999999999,7.926,0.5479999999999999,7.41,7.24,7.586,7.682,7.926,7.278,5.472,5.43,6.396,6.547999999999999,6.614,6.306,6.176,7.388,6.966,7.278,7.016,5.148,3.708,1.072,1.28,1.032,0.5479999999999999,0.71
2015.02.28,2,43.228,1.801,3.1260000000000003,0.024,3.1260000000000003,0.024,1.212,1.93,1.216,1.642,1.494,2.72,2.246,3.1260000000000003,1.796,2.548,2.114,2.898,2.6460000000000004,1.294,1.6540000000000001,2.346,2.184,2.892,2.116,1.28,0.106,0.024,0.166,1.036
2015.03.01,2,134.662,5.611000000000001,7.926,2.116,7.926,2.116,1.754,2.552,2.256,2.116,2.64,4.052,4.212,5.7860000000000005,6.077999999999999,5.162000000000001,5.646,4.99,4.37,6.614,7.862,7.926,7.824,7.327999999999999,6.742000000000001,6.5760000000000005,7.65,7.606,6.9079999999999995,6.098
2015.03.02,2,35.942,1.4980000000000002,4.828,0.04,4.828,0.04,5.667999999999999,4.828,4.016,2.002,2.572,2.9819999999999998,3.444,3.3280000000000003,2.95,0.9620000000000001,1.084,0.536,0.272,0.20600000000000002,0.04,0.05,0.08199999999999999,0.9359999999999999,1.7080000000000002,0.242,0.308,0.368,0.664,0.8220000000000001
2015.03.03,2,37.08,1.545,7.247999999999999,0.048,7.247999999999999,0.048,1.54,1.486,0.282,0.318,0.336,0.354,0.37200000000000005,0.68,0.39399999999999996,0.262,1.4780000000000002,0.846,0.048,0.652,0.9279999999999999,0.7659999999999999,0.752,1.156,2.15,2.102,1.944,1.96,4.362,6.204
2015.03.04,2,178.44400000000002,7.435,7.9479999999999995,5.132000000000001,7.9479999999999995,5.132000000000001,7.247999999999999,6.48,7.31,7.522,7.794,7.904,7.906000000000001,7.946000000000001,7.938,7.9479999999999995,7.934,7.646,7.388,7.877999999999999,7.896,7.818,7.722,7.5920000000000005,7.374,7.3,7.542000000000001,7.35,6.287999999999999,5.132000000000001
