date,price_sk,price_ss,transaction_sk,transaction_ss,oil,snp,shanghai,kospi,hold_sk,hold_ss,exchange,export
2016-02-04,28100.0,1156000.0,2459305.0,247959.0,32.0,1915.45,2781.0,233.0,46.69,49.73,1199.0,107560.0
2016-02-05,28100.0,1164000.0,1484771.0,188094.0,31.0,1880.05,2763.0,233.0,46.76,49.74,1198.0,107560.0
2016-02-08,27862.5,1155500.0,1730598.75,217386.0,30.0,1853.44,2760.166666666666,231.5,46.755,49.7275,1199.25,107560.0
2016-02-09,27625.0,1147000.0,1976426.5,246678.0,28.0,1852.21,2757.333333333333,230.0,46.75,49.715,1200.5,107560.0
2016-02-10,27387.5,1138500.0,2222254.25,275970.0,27.0,1851.86,2754.5,228.5,46.74500000000001,49.7025,1201.75,107560.0
2016-02-11,27150.0,1130000.0,2468082.0,305262.0,26.0,1829.08,2751.666666666666,227.0,46.74,49.69,1203.0,107560.0
2016-02-12,27350.0,1130000.0,2429857.0,256232.0,29.0,1864.78,2748.833333333333,225.0,46.78,49.66,1208.0,107560.0
2016-02-15,28125.0,1154000.0,3140769.0,183146.0,30.0,1880.18,2746.0,228.0,46.78,49.64,1209.0,107560.0
2016-02-16,28900.0,1168000.0,3851681.0,180401.0,29.0,1895.58,2837.0,232.0,46.89,49.64,1215.0,107560.0
2016-02-17,30050.0,1185000.0,6106318.0,246062.0,31.0,1926.82,2867.0,232.0,47.01,49.63,1227.0,107560.0
2016-02-18,30200.0,1187000.0,2972873.0,222481.0,31.0,1917.83,2863.0,235.0,47.04,49.59,1230.0,107560.0
2016-02-19,29600.0,1190000.0,2336536.0,176852.0,30.0,1917.78,2860.0,235.0,47.01,49.57,1233.0,107560.0
2016-02-22,29900.0,1175000.0,1366180.0,174899.0,33.0,1945.5,2927.0,235.0,47.02,49.57,1232.0,107560.0
2016-02-23,30400.0,1181000.0,2123648.0,147674.0,32.0,1921.27,2903.0,235.0,47.04,49.55,1233.0,107560.0
2016-02-24,30900.0,1172000.0,3480563.0,140484.0,32.0,1929.8,2929.0,235.0,47.02,49.53,1235.0,107560.0
2016-02-25,30800.0,1179000.0,2527297.0,133635.0,33.0,1951.7,2741.0,235.0,47.03,49.51,1241.0,107560.0
2016-02-26,30800.0,1172000.0,1282277.0,177344.0,33.0,1948.05,2767.0,235.0,47.03,49.51,1237.0,107560.0
2016-02-29,30850.0,1178000.0,2043955.333333333,288680.0,34.0,1932.23,2688.0,235.0,47.0,49.53,1237.0,107560.0
2016-03-01,30900.0,1187500.0,2805633.666666667,262526.0,34.0,1978.35,2733.0,237.0,47.06,49.535,1232.5,119063.04347826086
2016-03-02,30950.0,1197000.0,3567312.0,236372.0,35.0,1986.45,2850.0,239.0,47.12,49.54,1228.0,119063.04347826086
2016-03-03,31950.0,1220000.0,3898363.0,218991.0,35.0,1993.4,2860.0,240.0,47.25,49.57,1216.0,119063.04347826086
2016-03-04,31900.0,1215000.0,1913316.0,201490.0,36.0,1999.99,2874.0,240.0,47.29,49.58,1207.0,119063.04347826086
2016-03-07,31900.0,1223000.0,3487206.0,131376.0,38.0,2001.76,2897.0,240.0,47.48,49.58,1205.0,119063.04347826086
2016-03-08,30500.0,1192000.0,4616147.0,216202.0,37.0,1979.26,2901.0,238.0,47.45,49.54,1209.0,119063.04347826086
2016-03-09,30550.0,1194000.0,3503375.0,183380.0,38.0,1989.26,2863.0,239.0,47.5,49.52,1215.0,119063.04347826086
2016-03-10,30300.0,1225000.0,2734070.0,283540.0,38.0,1989.57,2805.0,241.0,47.52,49.6,1201.0,119063.04347826086
2016-03-11,30700.0,1249000.0,2117430.0,267225.0,39.0,2022.19,2810.0,242.0,47.63,49.61,1194.0,119063.04347826086
2016-03-14,30350.0,1255000.0,2062549.0,217154.0,37.0,2019.64,2860.0,242.0,47.69,49.61,1188.0,119063.04347826086
2016-03-15,29775.0,1253000.0,2482722.5,172808.0,36.0,2015.93,2864.0,242.0,47.69,49.58,1190.0,119063.04347826086
2016-03-16,29200.0,1256000.0,2902896.0,146856.0,38.0,2027.22,2870.0,242.0,47.63,49.56,1193.0,119063.04347826086
2016-03-17,29250.0,1263000.0,2768278.0,246869.0,40.0,2040.59,2905.0,244.0,47.61,49.59,1170.0,119063.04347826086
2016-03-18,29450.0,1273000.0,2864640.0,225314.0,39.0,2049.58,2955.0,245.0,47.61,49.61,1163.0,119063.04347826086
2016-03-21,29550.0,1267000.0,1783055.0,181170.0,42.0,2051.6,3019.0,244.0,47.64,49.61,1160.0,119063.04347826086
2016-03-22,30200.0,1269000.0,2546366.0,202872.0,41.0,2049.8,2999.0,245.0,47.64,49.6,1159.0,119063.04347826086
2016-03-23,30250.0,1279000.0,1868041.0,197418.0,40.0,2036.71,3010.0,245.0,47.7,49.61,1162.0,119063.04347826086
2016-03-24,29450.0,1282000.0,3587082.0,218795.0,39.0,2035.94,2961.0,244.0,47.69,49.61,1167.0,119063.04347826086
2016-03-25,29150.0,1288000.0,1978956.0,143446.0,39.0,2036.495,2979.0,244.0,47.7,49.61,1170.0,119063.04347826086
2016-03-28,28550.0,1294000.0,2795412.0,121218.0,39.0,2037.05,2958.0,244.0,47.74,49.6,1166.0,119063.04347826086
2016-03-29,28600.0,1290000.0,3154150.5,172454.0,38.0,2055.01,2920.0,246.0,47.82,49.6,1166.0,119063.04347826086
2016-03-30,28650.0,1308000.0,3512889.0,267605.0,38.0,2063.95,3001.0,247.0,47.87,49.57,1147.0,119063.04347826086
2016-03-31,28150.0,1312000.0,4336581.0,382615.0,38.0,2059.74,3004.0,246.0,47.81,49.55,1141.0,119063.04347826086
2016-04-01,28200.0,1279000.0,2991431.0,271156.0,37.0,2072.78,3010.0,242.0,47.85,49.49,1152.0,115286.19047619047
2016-04-04,27900.0,1305000.0,2823088.0,188046.0,36.0,2066.13,3031.5,243.0,47.88,49.51,1150.0,115286.19047619047
2016-04-05,27850.0,1260000.0,2032745.0,236319.0,36.0,2045.17,3053.0,241.0,47.93,49.45,1160.0,115286.19047619047
2016-04-06,27500.0,1285000.0,2410844.0,184234.0,38.0,2066.66,3051.0,242.0,47.9,49.48,1160.0,115286.19047619047
2016-04-07,26900.0,1269000.0,4588396.0,258795.0,37.0,2041.91,3008.0,242.0,47.94,49.49,1154.0,115286.19047619047
2016-04-08,27800.0,1246000.0,3718690.0,251868.0,40.0,2047.6,2985.0,242.0,48.0,49.51,1154.0,115286.19047619047
2016-04-11,27150.0,1266000.0,2425426.0,120693.0,40.0,2041.99,3034.0,242.0,47.9,49.52,1147.0,115286.19047619047
2016-04-12,27183.33333333333,1275000.0,3204022.333333333,134054.0,42.0,2061.72,3024.0,244.0,47.86,49.53,1144.0,115286.19047619047
2016-04-13,27216.66666666667,1287500.0,3982618.666666667,234690.5,42.0,2082.42,3067.0,246.5,47.83,49.535,1149.5,115286.19047619047
2016-04-14,27250.0,1300000.0,4761215.0,335327.0,42.0,2082.78,3082.0,249.0,47.8,49.54,1155.0,115286.19047619047
2016-04-15,27650.0,1300000.0,2785108.0,136599.0,40.0,2080.73,3078.0,249.0,47.67,49.53,1148.0,115286.19047619047
2016-04-18,27200.0,1299000.0,3861103.0,128474.0,40.0,2094.34,3034.0,248.0,47.49,49.54,1148.0,115286.19047619047
2016-04-19,27450.0,1288000.0,1843729.0,144766.0,41.0,2100.8,3043.0,248.0,47.46,49.56,1134.0,115286.19047619047
2016-04-20,27550.0,1299000.0,3231788.0,171972.0,44.0,2102.4,2973.0,247.0,47.4,49.6,1133.0,115286.19047619047
2016-04-21,27550.0,1294000.0,2999400.0,145089.0,43.0,2091.48,2953.0,249.0,47.27,49.6,1135.0,115286.19047619047
2016-04-22,27500.0,1280000.0,1556764.0,114830.0,44.0,2091.58,2959.0,248.0,47.25,49.61,1144.0,115286.19047619047
2016-04-25,27500.0,1281000.0,1506644.0,91957.0,43.0,2087.79,2947.0,248.0,47.24,49.62,1148.0,115286.19047619047
2016-04-26,29150.0,1296000.0,7750203.0,166901.0,44.0,2091.7,2965.0,249.0,47.46,49.64,1150.0,115286.19047619047
2016-04-27,28525.0,1300000.0,7258541.0,165946.0,45.0,2095.15,2954.0,249.0,47.61,49.63,1149.0,115286.19047619047
2016-04-28,27900.0,1265000.0,6766879.0,293069.0,46.0,2075.81,2946.0,246.0,47.54,49.59,1139.0,115286.19047619047
2016-04-29,28150.0,1245000.0,2878692.0,325078.0,46.0,2065.3,2938.0,245.0,47.6,50.41,1141.0,115286.19047619047
2016-05-01,28000.0,1247500.0,2092392.0,232815.0,45.5,2073.365,2956.333333333333,244.0,47.6,50.41,1140.0,121464.78260869565
2016-05-02,27850.0,1250000.0,1306092.0,140552.0,45.0,2081.43,2974.666666666666,243.0,47.6,50.41,1139.0,121464.78260869565
2016-05-03,27650.0,1261000.0,1373116.0,158066.0,44.0,2063.37,2993.0,244.0,47.55,50.44,1140.0,121464.78260869565
2016-05-04,26650.0,1290000.0,4388484.0,294055.0,44.0,2061.9390909090907,2991.0,243.0,47.41,50.49,1156.0,121464.78260869565
2016-05-05,26350.0,1293000.0,4689396.0,300334.66666666674,44.0,2060.5081818181816,2998.0,242.66666666666663,47.37333333333333,50.48666666666666,1160.3333333333333,121464.78260869565
2016-05-06,26050.0,1296000.0,4990308.0,306614.33333333326,45.0,2059.077272727273,2913.0,242.33333333333331,47.33666666666666,50.48333333333333,1164.6666666666667,121464.78260869565
2016-05-09,25750.0,1299000.0,5291220.0,312894.0,43.0,2057.646363636364,2832.0,242.0,47.3,50.48,1169.0,121464.78260869565
2016-05-10,26400.0,1296000.0,2564593.0,171191.0,45.0,2056.2154545454546,2833.0,244.0,47.32,50.48,1171.0,121464.78260869565
2016-05-11,26200.0,1292000.0,1735332.0,176688.0,46.0,2054.7845454545454,2837.0,243.0,47.32,50.5,1170.0,121464.78260869565
2016-05-12,26100.0,1281000.0,1759282.0,152302.0,47.0,2053.3536363636363,2836.0,242.0,47.32,50.49,1167.0,121464.78260869565
2016-05-13,26100.0,1253000.0,1548220.5,245698.0,46.0,2051.922727272727,2827.0,241.0,47.33,50.46,1172.0,121464.78260869565
2016-05-16,26100.0,1248000.0,1337159.0,234403.0,48.0,2050.4918181818184,2851.0,241.0,47.29,50.43,1178.0,121464.78260869565
2016-05-17,25900.0,1264000.0,1545947.0,183671.0,48.0,2049.0609090909093,2844.0,241.0,47.27,50.46,1176.0,121464.78260869565
2016-05-18,26200.0,1268000.0,2474774.0,183392.0,48.0,2047.63,2808.0,240.0,47.28,50.47,1185.0,121464.78260869565
2016-05-19,26600.0,1270000.0,4367007.0,200249.0,49.0,2040.04,2807.0,239.0,47.36,50.46,1192.0,121464.78260869565
2016-05-20,26300.0,1269000.0,2245019.0,159211.0,48.0,2052.32,2825.0,239.0,47.32,50.45,1192.0,121464.78260869565
2016-05-23,27200.0,1286000.0,4534043.0,162251.0,48.0,2048.04,2844.0,240.0,47.34,50.45,1185.0,121464.78260869565
2016-05-24,26850.0,1271000.0,2428278.0,208692.0,49.0,2076.06,2822.0,238.0,47.33,50.45,1193.0,121464.78260869565
2016-05-25,27050.0,1295000.0,2250906.0,237255.0,50.0,2090.54,2815.0,241.0,47.34,50.46,1183.0,121464.78260869565
2016-05-26,27000.0,1296000.0,1938084.0,253073.0,49.0,2090.1,2822.0,241.0,47.33,50.47,1183.0,121464.78260869565
2016-05-27,28000.0,1282000.0,3715485.0,274891.0,49.0,2099.06,2821.0,242.0,47.68,50.46,1180.0,121464.78260869565
2016-05-30,29000.0,1280000.0,5492886.0,206307.0,49.0,2098.01,2822.0,242.0,47.96,50.48,1192.0,121464.78260869565
2016-05-31,28700.0,1292000.0,5414611.0,1250554.0,49.0,2096.96,2917.0,244.0,47.97,50.37,1191.0,121464.78260869565
2016-06-01,28500.0,1333000.0,3630711.0,470080.0,49.0,2099.33,2914.0,244.0,47.94,50.41,1193.0,132861.36363636365
2016-06-02,28050.0,1365000.0,3443745.0,476139.0,49.0,2105.26,2925.0,244.0,47.95,50.47,1188.0,132861.36363636365
2016-06-03,27600.0,1377000.0,3680988.0,341324.0,49.0,2099.13,2939.0,244.0,47.9,50.46,1186.0,132861.36363636365
2016-06-06,28125.0,1387500.0,4058026.5,402083.5,50.0,2109.41,2934.0,246.0,47.93,50.47,1171.5,132861.36363636365
2016-06-07,28650.0,1398000.0,4435065.0,462843.0,50.0,2112.13,2936.0,248.0,47.96,50.48,1157.0,132861.36363636365
2016-06-08,28550.0,1406000.0,3940058.0,376162.0,51.0,2119.12,2927.0,250.0,47.99,50.52,1153.0,132861.36363636365
2016-06-09,29000.0,1430000.0,5336122.0,515375.0,51.0,2115.48,2895.666666666666,250.0,48.07,50.61,1160.0,132861.36363636365
2016-06-10,29000.0,1406000.0,2413698.0,289681.0,49.0,2096.07,2864.333333333333,249.0,47.99,50.59,1166.0,132861.36363636365
2016-06-13,29025.0,1371000.0,2952116.5,304966.0,49.0,2079.06,2833.0,244.0,47.95,50.6,1174.0,132861.36363636365
2016-06-14,29050.0,1380000.0,3490535.0,245461.0,48.0,2075.32,2842.0,243.0,47.87,50.66,1179.0,132861.36363636365
2016-06-15,29950.0,1413000.0,5751526.0,306689.0,48.0,2071.5,2887.0,243.0,47.99,50.67,1173.0,132861.36363636365
2016-06-16,29650.0,1409000.0,3687253.0,292431.0,46.0,2077.99,2873.0,242.0,48.03,50.69,1178.0,132861.36363636365
2016-06-17,29000.0,1426000.0,2891783.0,328394.0,48.0,2071.22,2885.0,242.0,47.98,50.68,1174.0,132861.36363636365
2016-06-20,30050.0,1431000.0,4501015.0,270316.0,49.0,2083.25,2889.0,245.0,48.1,50.65,1159.0,132861.36363636365
2016-06-21,29800.0,1448000.0,2376833.0,200411.0,50.0,2088.9,2879.0,245.0,48.06,50.63,1154.0,132861.36363636365
2016-06-22,30950.0,1445000.0,5122638.0,178965.0,49.0,2085.45,2906.0,247.0,48.26,50.59,1152.0,132861.36363636365
2016-06-23,31750.0,1430000.0,7147499.0,225126.0,50.0,2113.32,2892.0,246.0,48.62,50.54,1146.0,132861.36363636365
2016-06-24,31800.0,1400000.0,16852175.0,411052.0,48.0,2037.41,2854.0,239.0,48.72,50.48,1173.0,132861.36363636365
2016-06-27,31475.0,1398000.0,10962321.0,236780.0,46.0,2000.54,2896.0,239.0,48.65,50.42,1184.0,132861.36363636365
2016-06-28,31150.0,1399000.0,5072467.0,214379.0,48.0,2036.09,2913.0,240.0,48.5,50.37,1169.0,132861.36363636365
2016-06-29,31800.0,1396000.0,3801424.0,210541.0,50.0,2070.77,2932.0,242.0,48.6,50.35,1158.0,132861.36363636365
2016-06-30,32400.0,1425000.0,4571310.0,273434.0,48.0,2098.86,2930.0,244.0,48.71,50.37,1151.0,132861.36363636365
2016-07-01,32150.0,1466000.0,5289586.0,287872.0,49.0,2102.95,2932.0,247.0,48.76,50.4,1148.0,129943.33333333333
2016-07-04,32750.0,1466000.0,3192033.0,159900.0,48.0,2095.75,2989.0,248.0,48.95,50.38,1148.0,129943.33333333333
2016-07-05,31850.0,1469000.0,2577231.0,157407.0,47.0,2088.55,3006.0,247.0,48.98,50.39,1157.0,129943.33333333333
2016-07-06,30600.0,1421000.0,6314347.0,334983.0,47.0,2099.73,3017.0,242.0,48.95,50.34,1164.0,129943.33333333333
2016-07-07,30650.0,1450000.0,2715183.0,229904.0,45.0,2097.9,3017.0,245.0,48.92,50.39,1156.0,129943.33333333333
2016-07-08,31050.0,1460000.0,2424460.0,269963.0,45.0,2129.9,2988.0,243.0,48.96,50.43,1157.0,129943.33333333333
2016-07-11,31525.0,1489000.0,2474062.0,281136.0,45.0,2137.16,2995.0,247.0,49.04,50.44,1149.0,129943.33333333333
2016-07-12,32000.0,1464000.0,2523664.0,220494.0,47.0,2152.14,3049.0,247.0,49.06,50.44,1148.0,129943.33333333333
2016-07-13,32650.0,1481000.0,3779418.0,200198.0,45.0,2152.43,3061.0,249.0,49.28,50.49,1147.0,129943.33333333333
2016-07-14,33050.0,1500000.0,3145494.0,248605.0,46.0,2163.75,3054.0,250.0,49.4,50.56,1136.0,129943.33333333333
2016-07-15,32700.0,1518000.0,2580255.0,232463.0,46.0,2161.74,3054.0,251.0,49.5,50.61,1135.0,129943.33333333333
2016-07-18,32750.0,1533000.0,1515167.0,231344.0,45.0,2166.89,3044.0,252.0,49.56,50.65,1138.0,129943.33333333333
2016-07-19,32450.0,1533000.0,2340759.0,202445.0,45.0,2163.78,3037.0,251.0,49.63,50.72,1143.0,129943.33333333333
2016-07-20,32100.0,1540000.0,1775583.0,155463.0,46.0,2173.02,3028.0,251.0,49.66,50.75,1142.0,129943.33333333333
2016-07-21,32150.0,1543000.0,1879147.0,170894.0,45.0,2165.17,3039.0,250.0,49.69,50.74,1140.0,129943.33333333333
2016-07-22,32000.0,1516000.0,2442893.0,171703.0,44.0,2175.03,3013.0,250.0,49.73,50.71,1138.0,129943.33333333333
2016-07-25,32025.0,1502000.0,3735469.0,154650.0,43.0,2168.48,3016.0,251.0,49.77,50.7,1139.0,129943.33333333333
2016-07-26,32050.0,1530000.0,5028045.0,144570.0,43.0,2169.18,3050.0,253.0,49.76,50.7,1138.0,129943.33333333333
2016-07-27,33450.0,1527000.0,4762165.0,126701.0,42.0,2166.58,2992.0,253.0,50.04,50.72,1135.0,129943.33333333333
2016-07-28,33550.0,1507000.0,3586965.0,190074.0,41.0,2170.06,2994.0,252.0,50.12,51.2,1128.0,129943.33333333333
2016-07-29,34400.0,1539000.0,4660512.0,299712.0,42.0,2173.6,2979.0,251.0,50.31,51.23,1116.0,129943.33333333333
2016-08-01,34850.0,1568000.0,3274413.0,230308.0,40.0,2170.84,2953.0,254.0,50.43,51.25,1108.0,136438.69565217392
2016-08-02,33750.0,1548000.0,2123735.0,166316.0,40.0,2157.03,2971.0,252.0,50.41,51.23,1108.0,136438.69565217392
2016-08-03,33550.0,1517000.0,2698841.0,150098.0,41.0,2163.79,2978.0,249.0,50.4,51.22,1118.0,136438.69565217392
2016-08-04,33650.0,1517000.0,1477680.0,140199.0,42.0,2164.25,2982.0,249.0,50.37,51.22,1115.0,136438.69565217392
2016-08-05,34800.0,1561000.0,2830058.0,139177.0,42.0,2182.87,2977.0,252.0,50.44,51.22,1113.0,136438.69565217392
2016-08-08,34925.0,1569000.0,2471068.0,222503.0,43.0,2180.89,3004.0,254.0,50.46,51.21,1109.0,136438.69565217392
2016-08-09,35050.0,1567000.0,2112078.0,180464.0,43.0,2181.74,3026.0,256.0,50.52,51.19,1106.0,136438.69565217392
2016-08-10,33800.0,1541000.0,3193311.0,246807.0,42.0,2175.49,3019.0,255.0,50.49,51.16,1094.0,136438.69565217392
2016-08-11,34800.0,1559000.0,2980478.0,210672.0,43.0,2185.79,3003.0,256.0,50.58,51.12,1101.0,136438.69565217392
2016-08-12,34350.0,1545000.0,2437735.0,209497.0,44.0,2184.05,3051.0,256.0,50.61,51.09,1105.0,136438.69565217392
2016-08-15,34025.0,1556500.0,2660389.0,213179.5,46.0,2190.15,3125.0,256.0,50.6,51.08,1099.5,136438.69565217392
2016-08-16,33700.0,1568000.0,2883043.0,216862.0,47.0,2178.15,3110.0,256.0,50.59,51.07,1094.0,136438.69565217392
2016-08-17,33550.0,1566000.0,2083372.0,148929.0,47.0,2182.22,3110.0,256.0,50.6,51.04,1112.0,136438.69565217392
2016-08-18,34150.0,1640000.0,1855081.0,366541.0,48.0,2187.02,3104.0,258.0,50.67,51.08,1111.0,136438.69565217392
2016-08-19,35400.0,1675000.0,4683750.0,336103.0,49.0,2183.87,3108.0,259.0,50.91,51.07,1120.0,136438.69565217392
2016-08-22,36000.0,1665000.0,4149396.0,252244.0,47.0,2182.64,3085.0,257.0,51.12,51.01,1123.0,136438.69565217392
2016-08-23,35875.0,1687000.0,2919660.0,230914.0,48.0,2186.9,3090.0,258.0,51.17,50.99,1118.0,136438.69565217392
2016-08-24,35750.0,1653000.0,1689924.0,318771.0,47.0,2175.44,3086.0,257.0,51.23,50.93,1123.0,136438.69565217392
2016-08-25,35700.0,1639000.0,1568516.0,283476.0,47.0,2172.47,3068.0,257.0,51.26,50.85,1117.0,136438.69565217392
2016-08-26,36250.0,1612000.0,2635343.0,241160.0,48.0,2169.04,3070.0,256.0,51.38,50.8,1115.0,136438.69565217392
2016-08-29,36250.0,1640000.0,2782441.0,178515.0,47.0,2180.38,3070.0,256.0,51.48,50.8,1123.0,136438.69565217392
2016-08-30,36300.0,1645000.0,2766460.0,156992.0,46.0,2176.12,3075.0,257.0,51.52,50.79,1118.0,136438.69565217392
2016-08-31,36450.0,1620000.0,2832970.0,410644.0,45.0,2170.95,3085.0,257.0,51.6,50.75,1118.0,136438.69565217392
2016-09-01,36100.0,1587000.0,1713669.0,375803.0,43.0,2170.86,3063.0,256.0,51.6,50.7,1123.0,148120.0
2016-09-02,36650.0,1597000.0,1828390.0,163060.0,44.0,2179.98,3067.0,257.0,51.68,50.72,1117.0,148120.0
2016-09-05,37500.0,1606000.0,2337575.0,167676.0,44.5,2183.23,3072.0,260.0,51.74,50.74,1107.0,148120.0
2016-09-06,37700.0,1643000.0,3062209.5,153203.0,45.0,2186.48,3091.0,261.0,51.84,50.76,1107.0,148120.0
2016-09-07,37900.0,1621000.0,3786844.0,191837.0,46.0,2186.16,3092.0,260.0,51.77,50.75,1091.0,148120.0
2016-09-08,38700.0,1639000.0,3698781.0,241417.0,48.0,2181.3,3096.0,261.0,51.77,50.76,1091.0,148120.0
2016-09-09,38950.0,1575000.0,2748415.0,265168.0,46.0,2127.81,3079.0,257.0,51.79,50.73,1106.0,148120.0
2016-09-12,37000.0,1465000.0,4885896.0,529987.0,46.0,2159.04,3022.0,251.0,51.63,50.71,1117.0,148120.0
2016-09-13,37800.0,1527000.0,3928646.0,494345.0,45.0,2127.02,3024.0,252.0,51.66,50.79,1126.0,148120.0
2016-09-14,38150.0,1534750.0,4267405.5,482799.5,44.0,2125.77,3003.0,252.5,51.66,50.7925,1124.75,148120.0
2016-09-15,38500.0,1542500.0,4606165.0,471254.0,44.0,2147.26,3010.666666666666,253.0,51.66,50.795,1123.5,148120.0
2016-09-16,38850.0,1550250.0,4944924.5,459708.5,43.0,2139.16,3018.333333333333,253.5,51.66,50.7975,1122.25,148120.0
2016-09-19,39200.0,1558000.0,5283684.0,448163.0,43.0,2139.12,3026.0,254.0,51.66,50.8,1121.0,148120.0
2016-09-20,39250.0,1585000.0,2594490.0,258423.0,44.0,2139.76,3023.0,255.0,51.67,50.83,1120.0,148120.0
2016-09-21,39150.0,1592000.0,1731450.0,210181.0,45.0,2163.12,3026.0,257.0,51.66,50.82,1116.0,148120.0
2016-09-22,39400.0,1618000.0,3214630.0,228599.0,46.0,2177.18,3042.0,258.0,51.7,50.81,1101.0,148120.0
2016-09-23,39450.0,1571000.0,2442246.0,365993.0,44.0,2164.69,3034.0,258.0,51.68,50.76,1104.0,148120.0
2016-09-26,39500.0,1568000.0,1669862.0,290496.0,46.0,2164.6041666666665,2980.0,257.0,51.67,50.74,1109.0,148120.0
2016-09-27,41150.0,1569000.0,4001505.0,196688.0,45.0,2164.518333333333,2998.0,260.0,51.81,50.72,1100.0,148120.0
2016-09-28,41200.0,1567000.0,4189804.0,174128.0,47.0,2164.4325,2988.0,258.0,51.85,50.72,1099.0,148120.0
2016-09-29,40200.0,1600000.0,3976705.0,227951.0,48.0,2164.346666666667,2998.0,260.0,51.72,50.72,1101.0,148120.0
2016-09-30,40200.0,1598000.0,3764773.0,235254.0,48.0,2164.2608333333333,3005.0,257.0,51.69,50.71,1104.0,148120.0
2016-10-01,40733.333333333336,1603333.333333333,3723116.333333334,243856.66666666663,48.5,2164.175,3011.142857142857,257.6666666666667,51.70666666666666,50.71,1106.0,148274.0909090909
2016-10-03,41266.66666666666,1608666.666666667,3681459.666666666,252459.33333333328,49.0,2164.0891666666666,3017.285714285714,258.3333333333333,51.723333333333336,50.71,1108.0,148274.0909090909
2016-10-04,41800.0,1614000.0,3639803.0,261062.0,49.0,2164.003333333333,3023.4285714285716,259.0,51.74,50.71,1110.0,148274.0909090909
2016-10-05,42600.0,1619000.0,4387312.0,249409.0,50.0,2163.9175,3029.5714285714284,259.0,51.86,50.74,1114.0,148274.0909090909
2016-10-06,42550.0,1691000.0,2815496.0,591163.0,50.0,2163.8316666666665,3035.714285714286,261.0,51.83,50.71,1118.0,148274.0909090909
2016-10-07,42200.0,1706000.0,2637734.0,521011.0,50.0,2163.745833333333,3041.857142857143,260.0,51.84,51.1,1116.0,148274.0909090909
2016-10-10,41750.0,1680000.0,2724118.5,505866.0,51.0,2163.66,3048.0,260.0,51.76,51.08,1112.0,148274.0909090909
2016-10-11,41300.0,1545000.0,2810503.0,768543.0,51.0,2136.73,3065.0,256.0,51.68,50.93,1124.0,148274.0909090909
2016-10-12,41250.0,1535000.0,3521492.0,781771.0,50.0,2139.18,3059.0,256.0,51.65,50.73,1128.0,148274.0909090909
2016-10-13,40950.0,1557000.0,3638071.0,437291.0,50.0,2132.55,3061.0,254.0,51.76,50.78,1136.0,148274.0909090909
2016-10-14,41550.0,1577000.0,2708972.0,283179.0,50.0,2132.98,3064.0,255.0,51.76,50.8,1134.0,148274.0909090909
2016-10-17,42300.0,1590000.0,2314725.0,255704.0,50.0,2126.5,3041.0,256.0,51.86,50.83,1141.0,148274.0909090909
2016-10-18,41650.0,1589000.0,2559222.0,207690.0,50.0,2139.6,3084.0,258.0,51.78,50.83,1129.0,148274.0909090909
2016-10-19,40050.0,1625000.0,5033246.0,308891.0,52.0,2144.29,3085.0,258.0,51.7,50.89,1123.0,148274.0909090909
2016-10-20,40050.0,1620000.0,5423960.0,206609.0,50.0,2141.34,3084.0,258.0,51.67,50.9,1129.0,148274.0909090909
2016-10-21,40950.0,1589000.0,2436212.0,209550.0,51.0,2141.16,3091.0,257.0,51.75,50.88,1141.0,148274.0909090909
2016-10-24,41000.0,1608000.0,3452718.0,185799.0,51.0,2151.33,3128.0,259.0,51.71,50.88,1133.0,148274.0909090909
2016-10-25,41050.0,1597000.0,4469224.0,197322.0,50.0,2143.16,3132.0,259.0,51.74,50.88,1134.0,148274.0909090909
2016-10-26,42900.0,1567000.0,6364037.0,210680.0,49.0,2139.43,3116.0,256.0,51.88,50.86,1136.0,148274.0909090909
2016-10-27,43000.0,1573000.0,4814197.0,282340.0,50.0,2133.04,3112.0,257.0,51.92,50.84,1145.0,148274.0909090909
2016-10-28,42450.0,1614000.0,2251179.0,204284.0,49.0,2126.41,3104.0,257.0,51.87,50.88,1146.0,148274.0909090909
2016-10-31,41000.0,1639000.0,3297943.0,241344.0,47.0,2126.15,3100.0,256.0,51.75,50.89,1145.0,148274.0909090909
2016-11-01,42000.0,1652000.0,3173446.0,206948.0,47.0,2111.72,3122.0,256.0,51.76,50.91,1142.0,157874.0909090909
2016-11-02,41000.0,1643000.0,2822651.0,201985.0,45.0,2097.94,3103.0,253.0,51.7,50.9,1144.0,157874.0909090909
2016-11-03,41150.0,1616000.0,2580396.0,206837.0,45.0,2088.66,3129.0,253.0,51.69,50.86,1143.0,157874.0909090909
2016-11-04,41200.0,1627000.0,2600930.0,142077.0,44.0,2085.18,3125.0,253.0,51.69,50.85,1145.0,157874.0909090909
2016-11-07,41350.0,1640000.0,2241958.5,153238.0,45.0,2131.52,3133.0,255.0,51.67,50.85,1144.0,157874.0909090909
2016-11-08,41500.0,1644000.0,1882987.0,108349.0,45.0,2139.56,3148.0,255.0,51.59,50.86,1137.0,157874.0909090909
2016-11-09,39650.0,1596000.0,5779291.0,313672.0,45.0,2163.26,3128.0,250.0,51.4,50.81,1154.0,157874.0909090909
2016-11-10,41000.0,1649000.0,2520434.0,235907.0,45.0,2167.48,3171.0,255.0,51.41,50.81,1159.0,157874.0909090909
